time,OutdoorAirTemperature,WholeBuildingPower [kW],WholeBuildingElec,Boiler Gas [kBtu/hr],HVACStatus
2009-01-02 00:00:00-08:00,36,23.3,23300,145.62,1
2009-01-02 01:00:00-08:00,35,23.1,23100,152.69,1
2009-01-02 02:00:00-08:00,35,23.7,23700,152.96,1
2009-01-02 03:00:00-08:00,35,29.1,29100,144.02,1
2009-01-02 04:00:00-08:00,35,35.6,35600,136.96,1
2009-01-02 05:00:00-08:00,35,45.5,45500,140.45,1
2009-01-02 06:00:00-08:00,35,41.4,41400,130.89,1
2009-01-02 07:00:00-08:00,35,42,42000,114.4,1
2009-01-02 08:00:00-08:00,35,41.5,41500,102.01,1
2009-01-02 09:00:00-08:00,35,38.3,38300,96.73,1
2009-01-02 10:00:00-08:00,35,45,45000,168.76,1
2009-01-02 11:00:00-08:00,35,43.3,43300,237.83,1
2009-01-02 12:00:00-08:00,35,42.5,42500,221.35,1
2009-01-02 13:00:00-08:00,37,39.1,39100,113.82,1
2009-01-02 14:00:00-08:00,37,37.1,37100,92.44,1
2009-01-02 15:00:00-08:00,37,36,36000,97.81,1
2009-01-02 16:00:00-08:00,33,39,39000,103.73,1
2009-01-02 17:00:00-08:00,33,38.2,38200,150.14,1
2009-01-02 18:00:00-08:00,33,39.8,39800,153.44,1
2009-01-02 19:00:00-08:00,25,40.3,40300,190.29,1
2009-01-02 20:00:00-08:00,25,44.1,44100,185.8,1
2009-01-02 21:00:00-08:00,25,43.3,43300,168.78,1
2009-01-02 22:00:00-08:00,21,26,26000,184.53,1
2009-01-02 23:00:00-08:00,21,25.7,25700,220.97,1
2009-01-03 00:00:00-08:00,21,28.2,28200,201.88,1
2009-01-03 01:00:00-08:00,20,29.2,29200,196.92,1
2009-01-03 02:00:00-08:00,20,29.4,29400,234.52,1
2009-01-03 03:00:00-08:00,20,32.5,32500,279.47,1
2009-01-03 04:00:00-08:00,21,37,37000,335.51,1
2009-01-03 05:00:00-08:00,21,56,56000,574.46,1
2009-01-03 06:00:00-08:00,21,70.9,70900,577.87,1
2009-01-03 07:00:00-08:00,23,58.8,58800,552.9,1
2009-01-03 08:00:00-08:00,23,57.8,57800,515.35,1
2009-01-03 09:00:00-08:00,23,54.3,54300,436.47,1
2009-01-03 10:00:00-08:00,28,47.7,47700,376.22,1
2009-01-03 11:00:00-08:00,28,44.7,44700,276.48,1
2009-01-03 12:00:00-08:00,28,45.7,45700,234.97,1
2009-01-03 13:00:00-08:00,31,43.3,43300,241.21,1
2009-01-03 14:00:00-08:00,31,45.2,45200,235.13,1
2009-01-03 15:00:00-08:00,31,45.8,45800,239.49,1
2009-01-03 16:00:00-08:00,30,43.4,43400,260,1
2009-01-03 17:00:00-08:00,30,40.2,40200,291.6,1
2009-01-03 18:00:00-08:00,30,43.2,43200,237.75,1
2009-01-03 19:00:00-08:00,21,43.5,43500,271.93,1
2009-01-03 20:00:00-08:00,21,48.7,48700,240.34,1
2009-01-03 21:00:00-08:00,21,46.6,46600,203.99,1
2009-01-03 22:00:00-08:00,17,36.2,36200,179.71,1
2009-01-03 23:00:00-08:00,17,32.2,32200,194.09,1
2009-01-04 00:00:00-08:00,17,34.3,34300,193.12,1
2009-01-04 01:00:00-08:00,18,34.2,34200,242.26,1
2009-01-04 02:00:00-08:00,18,35.2,35200,274.67,1
2009-01-04 03:00:00-08:00,18,34.8,34800,326.15,1
2009-01-04 04:00:00-08:00,19,44.1,44100,538.74,1
2009-01-04 05:00:00-08:00,19,62.3,62300,762.92,1
2009-01-04 06:00:00-08:00,19,73.2,73200,911.67,1
2009-01-04 07:00:00-08:00,15,66.7,66700,1003.93,1
2009-01-04 08:00:00-08:00,15,66.7,66700,1037.47,1
2009-01-04 09:00:00-08:00,15,61.9,61900,926.56,1
2009-01-04 10:00:00-08:00,22,58.2,58200,724.47,1
2009-01-04 11:00:00-08:00,22,58.5,58500,628.31,1
2009-01-04 12:00:00-08:00,22,48.7,48700,569.66,1
2009-01-04 13:00:00-08:00,30,56.6,56600,462.05,1
2009-01-04 14:00:00-08:00,30,51.1,51100,361.09,1
2009-01-04 15:00:00-08:00,30,54,54000,311.72,1
2009-01-04 16:00:00-08:00,21,49.4,49400,290.04,1
2009-01-04 17:00:00-08:00,21,40,40000,233.84,1
2009-01-04 18:00:00-08:00,21,42.8,42800,273.41,1
2009-01-04 19:00:00-08:00,21,43.9,43900,244.4,1
2009-01-04 20:00:00-08:00,21,44.6,44600,254.48,1
2009-01-04 21:00:00-08:00,21,42.8,42800,260.83,1
2009-01-04 22:00:00-08:00,26,31.5,31500,255.24,1
2009-01-04 23:00:00-08:00,26,32,32000,245.15,1
2009-01-05 00:00:00-08:00,26,33,33000,258.69,1
2009-01-05 01:00:00-08:00,30,35.2,35200,362.28,1
2009-01-05 02:00:00-08:00,30,43.1,43100,374.58,1
2009-01-05 03:00:00-08:00,30,46.8,46800,423.97,1
2009-01-05 04:00:00-08:00,31,51.4,51400,656.22,1
2009-01-05 05:00:00-08:00,31,63.5,63500,888.11,1
2009-01-05 06:00:00-08:00,31,71.6,71600,1066.18,1
2009-01-05 07:00:00-08:00,28,67,67000,990.34,1
2009-01-05 08:00:00-08:00,28,69.2,69200,859.14,1
2009-01-05 09:00:00-08:00,28,67.2,67200,561.24,1
2009-01-05 10:00:00-08:00,31,60.6,60600,522.04,1
2009-01-05 11:00:00-08:00,31,59.6,59600,432.56,1
2009-01-05 12:00:00-08:00,31,59.3,59300,353.7,1
2009-01-05 13:00:00-08:00,32,57.3,57300,331.27,1
2009-01-05 14:00:00-08:00,32,58.7,58700,267.03,1
2009-01-05 15:00:00-08:00,32,54.5,54500,264.55,1
2009-01-05 16:00:00-08:00,31,54,54000,244.41,1
2009-01-05 17:00:00-08:00,31,49.6,49600,226.71,1
2009-01-05 18:00:00-08:00,31,50,50000,180.5,1
2009-01-05 19:00:00-08:00,31,49.7,49700,139.89,1
2009-01-05 20:00:00-08:00,31,49.8,49800,146.49,1
2009-01-05 21:00:00-08:00,31,42.9,42900,134.86,1
2009-01-05 22:00:00-08:00,33,27,27000,157.44,1
2009-01-05 23:00:00-08:00,33,26.6,26600,192.11,1
2009-01-06 00:00:00-08:00,33,27.7,27700,206.35,1
2009-01-06 01:00:00-08:00,31,28.4,28400,231.35,1
2009-01-06 02:00:00-08:00,31,32.8,32800,240.43,1
2009-01-06 03:00:00-08:00,31,37.8,37800,248.24,1
2009-01-06 04:00:00-08:00,31,39.4,39400,320.3,1
2009-01-06 05:00:00-08:00,31,42.3,42300,455.97,1
2009-01-06 06:00:00-08:00,31,41.4,41400,539,1
2009-01-06 07:00:00-08:00,33,44.7,44700,634.88,1
2009-01-06 08:00:00-08:00,33,49.4,49400,519.01,1
2009-01-06 09:00:00-08:00,33,57,57000,320.08,1
2009-01-06 10:00:00-08:00,35,58.6,58600,225.91,1
2009-01-06 11:00:00-08:00,35,53.7,53700,271.83,1
2009-01-06 12:00:00-08:00,35,51.8,51800,310.13,1
2009-01-06 13:00:00-08:00,37,55.9,55900,253.45,1
2009-01-06 14:00:00-08:00,37,51.9,51900,211.35,1
2009-01-06 15:00:00-08:00,37,51,51000,186.44,1
2009-01-06 16:00:00-08:00,35,46.5,46500,189.83,1
2009-01-06 17:00:00-08:00,35,41.4,41400,164.14,1
2009-01-06 18:00:00-08:00,35,36.4,36400,98.04,1
2009-01-06 19:00:00-08:00,34,35.4,35400,67.54,1
2009-01-06 20:00:00-08:00,34,35.6,35600,70.71,1
2009-01-06 21:00:00-08:00,34,33.3,33300,63.52,1
2009-01-06 22:00:00-08:00,37,26.4,26400,77.61,1
2009-01-06 23:00:00-08:00,37,26.6,26600,75.57,1
2009-01-07 00:00:00-08:00,37,26.1,26100,71.98,1
2009-01-07 01:00:00-08:00,40,26.5,26500,89.82,1
2009-01-07 02:00:00-08:00,40,26.1,26100,103.39,1
2009-01-07 03:00:00-08:00,40,29.6,29600,231.01,1
2009-01-07 04:00:00-08:00,42,31.4,31400,459.76,1
2009-01-07 05:00:00-08:00,42,36.1,36100,722.94,1
2009-01-07 06:00:00-08:00,42,38.7,38700,865.39,1
2009-01-07 07:00:00-08:00,43,43.1,43100,1017.34,1
2009-01-07 08:00:00-08:00,43,46.3,46300,783.8,1
2009-01-07 09:00:00-08:00,43,51.5,51500,406.07,1
2009-01-07 10:00:00-08:00,46,53.7,53700,201.25,1
2009-01-07 11:00:00-08:00,46,51.6,51600,123.81,1
2009-01-07 12:00:00-08:00,46,49.7,49700,134.37,1
2009-01-07 13:00:00-08:00,49,49.9,49900,135.22,1
2009-01-07 14:00:00-08:00,49,51.2,51200,116.27,1
2009-01-07 15:00:00-08:00,49,47.3,47300,143.79,1
2009-01-07 16:00:00-08:00,49,43.9,43900,147.06,1
2009-01-07 17:00:00-08:00,49,36.2,36200,150.68,1
2009-01-07 18:00:00-08:00,49,33.9,33900,102.62,1
2009-01-07 19:00:00-08:00,46,32.7,32700,48.85,1
2009-01-07 20:00:00-08:00,46,31.2,31200,76.52,1
2009-01-07 21:00:00-08:00,46,30.5,30500,99.67,1
2009-01-07 22:00:00-08:00,47,25.6,25600,102.56,1
2009-01-07 23:00:00-08:00,47,25.1,25100,157.3,1
2009-01-08 00:00:00-08:00,47,24.8,24800,178.94,1
2009-01-08 01:00:00-08:00,47,25,25000,148.62,1
2009-01-08 02:00:00-08:00,47,24.6,24600,154.13,1
2009-01-08 03:00:00-08:00,47,28.4,28400,181.42,1
2009-01-08 04:00:00-08:00,47,34,34000,252.54,1
2009-01-08 05:00:00-08:00,47,35.4,35400,270.82,1
2009-01-08 06:00:00-08:00,47,39.9,39900,257.29,1
2009-01-08 07:00:00-08:00,46,42.6,42600,331.27,1
2009-01-08 08:00:00-08:00,46,48.4,48400,342.7,1
2009-01-08 09:00:00-08:00,46,53.6,53600,283.26,1
2009-01-08 10:00:00-08:00,48,56.2,56200,210.22,1
2009-01-08 11:00:00-08:00,48,53.2,53200,153.06,1
2009-01-08 12:00:00-08:00,48,51.4,51400,152.31,1
2009-01-08 13:00:00-08:00,51,51.2,51200,161.99,1
2009-01-08 14:00:00-08:00,51,51.4,51400,178.33,1
2009-01-08 15:00:00-08:00,51,48,48000,190.9,1
2009-01-08 16:00:00-08:00,46,44.3,44300,193.32,1
2009-01-08 17:00:00-08:00,46,37.6,37600,183.98,1
2009-01-08 18:00:00-08:00,46,36.2,36200,194.92,1
2009-01-08 19:00:00-08:00,42,33.9,33900,164.25,1
2009-01-08 20:00:00-08:00,42,33.7,33700,161.67,1
2009-01-08 21:00:00-08:00,42,32.5,32500,149.01,1
2009-01-08 22:00:00-08:00,36,24.8,24800,114.32,1
2009-01-08 23:00:00-08:00,36,24.6,24600,114.14,1
2009-01-09 00:00:00-08:00,36,24.6,24600,144.84,1
2009-01-09 01:00:00-08:00,36,24.6,24600,171.16,1
2009-01-09 02:00:00-08:00,36,26.3,26300,161.43,1
2009-01-09 03:00:00-08:00,36,33.4,33400,162.81,1
2009-01-09 04:00:00-08:00,33,36.3,36300,166.83,1
2009-01-09 05:00:00-08:00,33,41.6,41600,226.11,1
2009-01-09 06:00:00-08:00,33,45.4,45400,267.05,1
2009-01-09 07:00:00-08:00,31,48.4,48400,278.6,1
2009-01-09 08:00:00-08:00,31,53.3,53300,248.07,1
2009-01-09 09:00:00-08:00,31,54,54000,198.79,1
2009-01-09 10:00:00-08:00,35,54.1,54100,151.02,1
2009-01-09 11:00:00-08:00,35,54.1,54100,157.94,1
2009-01-09 12:00:00-08:00,35,52.2,52200,155.64,1
2009-01-09 13:00:00-08:00,42,49.6,49600,100.96,1
2009-01-09 14:00:00-08:00,42,48.9,48900,73.31,1
2009-01-09 15:00:00-08:00,42,45.3,45300,82.56,1
2009-01-09 16:00:00-08:00,39,43,43000,104.22,1
2009-01-09 17:00:00-08:00,39,37.2,37200,169.65,1
2009-01-09 18:00:00-08:00,39,35.8,35800,153.4,1
2009-01-09 19:00:00-08:00,33,33.9,33900,124.77,1
2009-01-09 20:00:00-08:00,33,34.4,34400,123.12,1
2009-01-09 21:00:00-08:00,33,31.8,31800,156.09,1
2009-01-09 22:00:00-08:00,35,24,24000,227.17,1
2009-01-09 23:00:00-08:00,35,23.1,23100,290.34,1
2009-01-10 00:00:00-08:00,35,23.2,23200,327.59,1
2009-01-10 01:00:00-08:00,33,23.6,23600,340.21,1
2009-01-10 02:00:00-08:00,33,23.8,23800,325.94,1
2009-01-10 03:00:00-08:00,33,23.4,23400,344.48,1
2009-01-10 04:00:00-08:00,31,25.9,25900,552.26,1
2009-01-10 05:00:00-08:00,31,33.9,33900,926.09,1
2009-01-10 06:00:00-08:00,31,36.6,36600,1090.85,1
2009-01-10 07:00:00-08:00,35,38.5,38500,1209.66,1
2009-01-10 08:00:00-08:00,35,37,37000,1013.43,1
2009-01-10 09:00:00-08:00,35,36.2,36200,742.85,1
2009-01-10 10:00:00-08:00,38,35.9,35900,548.07,1
2009-01-10 11:00:00-08:00,38,33.3,33300,405.3,1
2009-01-10 12:00:00-08:00,38,34.3,34300,297.91,1
2009-01-10 13:00:00-08:00,40,33.2,33200,322.45,1
2009-01-10 14:00:00-08:00,40,33.9,33900,329.62,1
2009-01-10 15:00:00-08:00,40,33.3,33300,305.18,1
2009-01-10 16:00:00-08:00,38,31.4,31400,303.49,1
2009-01-10 17:00:00-08:00,38,26,26000,314.72,1
2009-01-10 18:00:00-08:00,38,25.8,25800,285.78,1
2009-01-10 19:00:00-08:00,36,26.8,26800,321.36,1
2009-01-10 20:00:00-08:00,36,25.9,25900,247.78,1
2009-01-10 21:00:00-08:00,36,27,27000,189.43,1
2009-01-10 22:00:00-08:00,35,23.3,23300,186.08,1
2009-01-10 23:00:00-08:00,35,23.8,23800,182.43,1
2009-01-11 00:00:00-08:00,35,23.4,23400,193.5,1
2009-01-11 01:00:00-08:00,37,24.4,24400,211.92,1
2009-01-11 02:00:00-08:00,37,23.3,23300,248.72,1
2009-01-11 03:00:00-08:00,37,23.9,23900,319.78,1
2009-01-11 04:00:00-08:00,37,28,28000,582.34,1
2009-01-11 05:00:00-08:00,37,35.8,35800,800.16,1
2009-01-11 06:00:00-08:00,37,37.7,37700,956.27,1
2009-01-11 07:00:00-08:00,35,39.2,39200,953.96,1
2009-01-11 08:00:00-08:00,35,39.1,39100,982.51,1
2009-01-11 09:00:00-08:00,35,36.8,36800,978.13,1
2009-01-11 10:00:00-08:00,39,34.1,34100,748.12,1
2009-01-11 11:00:00-08:00,39,30.9,30900,653.81,1
2009-01-11 12:00:00-08:00,39,29.4,29400,574.89,1
2009-01-11 13:00:00-08:00,48,31.4,31400,437.04,1
2009-01-11 14:00:00-08:00,48,30.8,30800,389.86,1
2009-01-11 15:00:00-08:00,48,30.6,30600,335.92,1
2009-01-11 16:00:00-08:00,46,29.9,29900,332.26,1
2009-01-11 17:00:00-08:00,46,24.2,24200,355.15,1
2009-01-11 18:00:00-08:00,46,25.1,25100,310.16,1
2009-01-11 19:00:00-08:00,41,24.7,24700,226.94,1
2009-01-11 20:00:00-08:00,41,25.3,25300,227.21,1
2009-01-11 21:00:00-08:00,41,24.8,24800,287.81,1
2009-01-11 22:00:00-08:00,38,23.1,23100,279.53,1
2009-01-11 23:00:00-08:00,38,22.9,22900,270.38,1
2009-01-12 00:00:00-08:00,38,23.7,23700,360.21,1
2009-01-12 01:00:00-08:00,35,23.5,23500,425.24,1
2009-01-12 02:00:00-08:00,35,27,27000,390.4,1
2009-01-12 03:00:00-08:00,35,30.9,30900,389.17,1
2009-01-12 04:00:00-08:00,35,34.3,34300,691.73,1
2009-01-12 05:00:00-08:00,35,38.1,38100,999.44,1
2009-01-12 06:00:00-08:00,35,43,43000,1156.28,1
2009-01-12 07:00:00-08:00,33,46.8,46800,1139.48,1
2009-01-12 08:00:00-08:00,33,51.3,51300,1101.54,1
2009-01-12 09:00:00-08:00,33,51.6,51600,865.2,1
2009-01-12 10:00:00-08:00,40,55.4,55400,542.66,1
2009-01-12 11:00:00-08:00,40,50.7,50700,466.04,1
2009-01-12 12:00:00-08:00,40,46.6,46600,386.84,1
2009-01-12 13:00:00-08:00,49,49.4,49400,338.89,1
2009-01-12 14:00:00-08:00,49,50.6,50600,295.39,1
2009-01-12 15:00:00-08:00,49,47.3,47300,289.12,1
2009-01-12 16:00:00-08:00,46,41.7,41700,288.07,1
2009-01-12 17:00:00-08:00,46,35.5,35500,275.26,1
2009-01-12 18:00:00-08:00,46,31,31000,168.12,1
2009-01-12 19:00:00-08:00,41,30.6,30600,118.56,1
2009-01-12 20:00:00-08:00,41,32.3,32300,191.09,1
2009-01-12 21:00:00-08:00,41,29.8,29800,202.92,1
2009-01-12 22:00:00-08:00,39,24.9,24900,230.7,1
2009-01-12 23:00:00-08:00,39,25.2,25200,260.02,1
2009-01-13 00:00:00-08:00,39,24.9,24900,325.52,1
2009-01-13 01:00:00-08:00,37,24.7,24700,440.39,1
2009-01-13 02:00:00-08:00,37,25.8,25800,481.29,1
2009-01-13 03:00:00-08:00,37,33,33000,512.15,1
2009-01-13 04:00:00-08:00,34,36.2,36200,725.46,1
2009-01-13 05:00:00-08:00,34,39.3,39300,981.04,1
2009-01-13 06:00:00-08:00,34,42.5,42500,1146.64,1
2009-01-13 07:00:00-08:00,33,46.5,46500,984.85,1
2009-01-13 08:00:00-08:00,33,49.6,49600,946.01,1
2009-01-13 09:00:00-08:00,33,51.1,51100,759.24,1
2009-01-13 10:00:00-08:00,39,52.8,52800,535.62,1
2009-01-13 11:00:00-08:00,39,50.5,50500,307.82,1
2009-01-13 12:00:00-08:00,39,48.3,48300,307.73,1
2009-01-13 13:00:00-08:00,48,44.6,44600,281.23,1
2009-01-13 14:00:00-08:00,48,40.8,40800,285.02,1
2009-01-13 15:00:00-08:00,48,40.3,40300,275.99,1
2009-01-13 16:00:00-08:00,43,37.9,37900,247.69,1
2009-01-13 17:00:00-08:00,43,39.4,39400,201.86,1
2009-01-13 18:00:00-08:00,43,40.2,40200,169.13,1
2009-01-13 19:00:00-08:00,34,37.5,37500,156.07,1
2009-01-13 20:00:00-08:00,34,26.3,26300,173.52,1
2009-01-13 21:00:00-08:00,34,27,27000,217.21,1
2009-01-13 22:00:00-08:00,33,25.6,25600,262.68,1
2009-01-13 23:00:00-08:00,33,25,25000,363.12,1
2009-01-14 00:00:00-08:00,33,30.7,30700,461.2,1
2009-01-14 01:00:00-08:00,31,36.8,36800,531.93,1
2009-01-14 02:00:00-08:00,31,39.9,39900,585.18,1
2009-01-14 03:00:00-08:00,31,48.3,48300,587.09,1
2009-01-14 04:00:00-08:00,33,46.1,46100,913.09,1
2009-01-14 05:00:00-08:00,33,51.9,51900,1144.57,1
2009-01-14 06:00:00-08:00,33,60,60000,1280.84,1
2009-01-14 07:00:00-08:00,34,58.9,58900,1317.35,1
2009-01-14 08:00:00-08:00,34,57.3,57300,1274.29,1
2009-01-14 09:00:00-08:00,34,56.4,56400,956.48,1
2009-01-14 10:00:00-08:00,37,55.4,55400,607.43,1
2009-01-14 11:00:00-08:00,37,62.3,62300,446.2,1
2009-01-14 12:00:00-08:00,37,57.6,57600,373.23,1
2009-01-14 13:00:00-08:00,43,56,56000,391.33,1
2009-01-14 14:00:00-08:00,43,53.4,53400,376.42,1
2009-01-14 15:00:00-08:00,43,46.8,46800,378.96,1
2009-01-14 16:00:00-08:00,39,45.3,45300,364.85,1
2009-01-14 17:00:00-08:00,39,44,44000,312.36,1
2009-01-14 18:00:00-08:00,39,43.8,43800,179.2,1
2009-01-14 19:00:00-08:00,32,41.2,41200,95.41,1
2009-01-14 20:00:00-08:00,32,27.3,27300,120.4,1
2009-01-14 21:00:00-08:00,32,26.3,26300,119.52,1
2009-01-14 22:00:00-08:00,31,26.2,26200,171.82,1
2009-01-14 23:00:00-08:00,31,26.5,26500,248.05,1
2009-01-15 00:00:00-08:00,31,32.5,32500,265.29,1
2009-01-15 01:00:00-08:00,28,37.8,37800,244.03,1
2009-01-15 02:00:00-08:00,28,40.2,40200,259.27,1
2009-01-15 03:00:00-08:00,28,47.3,47300,367.82,1
2009-01-15 04:00:00-08:00,29,52.1,52100,310.75,1
2009-01-15 05:00:00-08:00,29,56.6,56600,343.12,1
2009-01-15 06:00:00-08:00,29,60.1,60100,344.78,1
2009-01-15 07:00:00-08:00,28,61.3,61300,343.45,1
2009-01-15 08:00:00-08:00,28,63.5,63500,383.75,1
2009-01-15 09:00:00-08:00,28,61.6,61600,362.74,1
2009-01-15 10:00:00-08:00,33,61.1,61100,311.72,1
2009-01-15 11:00:00-08:00,33,61.4,61400,240.17,1
2009-01-15 12:00:00-08:00,33,58.7,58700,210.76,1
2009-01-15 13:00:00-08:00,36,58.3,58300,190.73,1
2009-01-15 14:00:00-08:00,36,54.6,54600,172.89,1
2009-01-15 15:00:00-08:00,36,50.4,50400,162.37,1
2009-01-15 16:00:00-08:00,36,46.7,46700,165.14,1
2009-01-15 17:00:00-08:00,36,48,48000,159.27,1
2009-01-15 18:00:00-08:00,36,48,48000,144.58,1
2009-01-15 19:00:00-08:00,29,42.3,42300,229.76,1
2009-01-15 20:00:00-08:00,29,27,27000,321.85,1
2009-01-15 21:00:00-08:00,29,26.2,26200,352.61,1
2009-01-15 22:00:00-08:00,28,26,26000,382.61,1
2009-01-15 23:00:00-08:00,28,27.9,27900,476.74,1
2009-01-16 00:00:00-08:00,28,34.3,34300,475.05,1
2009-01-16 01:00:00-08:00,26,38,38000,462.16,1
2009-01-16 02:00:00-08:00,26,42.5,42500,472.91,1
2009-01-16 03:00:00-08:00,26,49.7,49700,473.28,1
2009-01-16 04:00:00-08:00,28,46.6,46600,473.59,1
2009-01-16 05:00:00-08:00,28,54.4,54400,474.78,1
2009-01-16 06:00:00-08:00,28,55.3,55300,488.28,1
2009-01-16 07:00:00-08:00,26,61.1,61100,531.43,1
2009-01-16 08:00:00-08:00,26,60.5,60500,520.19,1
2009-01-16 09:00:00-08:00,26,62.9,62900,401.96,1
2009-01-16 10:00:00-08:00,30,59.9,59900,222.97,1
2009-01-16 11:00:00-08:00,30,56.9,56900,148.38,1
2009-01-16 12:00:00-08:00,30,58.5,58500,139.26,1
2009-01-16 13:00:00-08:00,33,55.8,55800,148.78,1
2009-01-16 14:00:00-08:00,33,49.3,49300,189.77,1
2009-01-16 15:00:00-08:00,33,47.3,47300,239.26,1
2009-01-16 16:00:00-08:00,32,46,46000,222.39,1
2009-01-16 17:00:00-08:00,32,45.3,45300,268.05,1
2009-01-16 18:00:00-08:00,32,42.9,42900,326.41,1
2009-01-16 19:00:00-08:00,26,41.3,41300,378.17,1
2009-01-16 20:00:00-08:00,26,27.5,27500,381.22,1
2009-01-16 21:00:00-08:00,26,26.8,26800,378.77,1
2009-01-16 22:00:00-08:00,23,27.7,27700,357.56,1
2009-01-16 23:00:00-08:00,23,26.8,26800,364.89,1
2009-01-17 00:00:00-08:00,23,27.9,27900,479.54,1
2009-01-17 01:00:00-08:00,24,29,29000,562.91,1
2009-01-17 02:00:00-08:00,24,34.2,34200,640.59,1
2009-01-17 03:00:00-08:00,24,45.1,45100,786.1,1
2009-01-17 04:00:00-08:00,24,49.4,49400,1142.98,1
2009-01-17 05:00:00-08:00,24,49,49000,1431.84,1
2009-01-17 06:00:00-08:00,24,45.8,45800,1504.56,1
2009-01-17 07:00:00-08:00,21,43.6,43600,1469.26,1
2009-01-17 08:00:00-08:00,21,43.5,43500,1454.08,1
2009-01-17 09:00:00-08:00,21,42.2,42200,1380.86,1
2009-01-17 10:00:00-08:00,28,44.1,44100,1274.44,1
2009-01-17 11:00:00-08:00,28,43.3,43300,1221.72,1
2009-01-17 12:00:00-08:00,28,43.2,43200,1175.32,1
2009-01-17 13:00:00-08:00,33,43.2,43200,1131.95,1
2009-01-17 14:00:00-08:00,33,40.5,40500,985.7,1
2009-01-17 15:00:00-08:00,33,30.1,30100,875.9,1
2009-01-17 16:00:00-08:00,31,34.1,34100,730.24,1
2009-01-17 17:00:00-08:00,31,30.8,30800,568.92,1
2009-01-17 18:00:00-08:00,31,31.8,31800,447.04,1
2009-01-17 19:00:00-08:00,25,32.2,32200,468.9,1
2009-01-17 20:00:00-08:00,25,27.2,27200,449.5,1
2009-01-17 21:00:00-08:00,25,26.4,26400,419.96,1
2009-01-17 22:00:00-08:00,23,26.8,26800,462.64,1
2009-01-17 23:00:00-08:00,23,25.9,25900,527.8,1
2009-01-18 00:00:00-08:00,23,26.9,26900,609.47,1
2009-01-18 01:00:00-08:00,23,29,29000,713.99,1
2009-01-18 02:00:00-08:00,23,33.4,33400,825.23,1
2009-01-18 03:00:00-08:00,23,44.6,44600,1079.58,1
2009-01-18 04:00:00-08:00,22,47.5,47500,1284.67,1
2009-01-18 05:00:00-08:00,22,45,45000,1632.71,1
2009-01-18 06:00:00-08:00,22,45.4,45400,1802.9,1
2009-01-18 07:00:00-08:00,21,45.2,45200,1759.66,1
2009-01-18 08:00:00-08:00,21,43,43000,1700.85,1
2009-01-18 09:00:00-08:00,21,42.3,42300,1454.91,1
2009-01-18 10:00:00-08:00,28,42.7,42700,1483.59,1
2009-01-18 11:00:00-08:00,28,42.5,42500,1196.91,1
2009-01-18 12:00:00-08:00,28,41,41000,955.71,1
2009-01-18 13:00:00-08:00,36,40.6,40600,818.84,1
2009-01-18 14:00:00-08:00,36,40.1,40100,651.69,1
2009-01-18 15:00:00-08:00,36,30.4,30400,612.99,1
2009-01-18 16:00:00-08:00,33,29.1,29100,528.15,1
2009-01-18 17:00:00-08:00,33,30.9,30900,470.45,1
2009-01-18 18:00:00-08:00,33,31.1,31100,513.68,1
2009-01-18 19:00:00-08:00,25,30.8,30800,595.68,1
2009-01-18 20:00:00-08:00,25,26.3,26300,698.55,1
2009-01-18 21:00:00-08:00,25,26.7,26700,741.68,1
2009-01-18 22:00:00-08:00,24,26.3,26300,780.18,1
2009-01-18 23:00:00-08:00,24,28.7,28700,774.65,1
2009-01-19 00:00:00-08:00,24,35.1,35100,813.15,1
2009-01-19 01:00:00-08:00,22,37.6,37600,899.66,1
2009-01-19 02:00:00-08:00,22,42.4,42400,945.07,1
2009-01-19 03:00:00-08:00,22,47.2,47200,1050.76,1
2009-01-19 04:00:00-08:00,22,49.3,49300,1153.07,1
2009-01-19 05:00:00-08:00,22,55.6,55600,1532.31,1
2009-01-19 06:00:00-08:00,22,61.4,61400,1609.4,1
2009-01-19 07:00:00-08:00,20,62.9,62900,1590.18,1
2009-01-19 08:00:00-08:00,20,65.8,65800,1587.33,1
2009-01-19 09:00:00-08:00,20,65.8,65800,1555.68,1
2009-01-19 10:00:00-08:00,27,58.8,58800,1259.95,1
2009-01-19 11:00:00-08:00,27,59.3,59300,1011.7,1
2009-01-19 12:00:00-08:00,27,56.6,56600,778.21,1
2009-01-19 13:00:00-08:00,36,57.1,57100,715.43,1
2009-01-19 14:00:00-08:00,36,54.5,54500,600.76,1
2009-01-19 15:00:00-08:00,36,48.7,48700,642.8,1
2009-01-19 16:00:00-08:00,33,46,46000,579.92,1
2009-01-19 17:00:00-08:00,33,45.4,45400,494.44,1
2009-01-19 18:00:00-08:00,33,45.3,45300,393.92,1
2009-01-19 19:00:00-08:00,25,43.5,43500,359.8,1
2009-01-19 20:00:00-08:00,25,27.9,27900,321.55,1
2009-01-19 21:00:00-08:00,25,29,29000,305.62,1
2009-01-19 22:00:00-08:00,25,28.8,28800,293.22,1
2009-01-19 23:00:00-08:00,25,28.9,28900,283.14,1
2009-01-20 00:00:00-08:00,25,36.7,36700,321.17,1
2009-01-20 01:00:00-08:00,23,39.9,39900,375.62,1
2009-01-20 02:00:00-08:00,23,44.4,44400,458.06,1
2009-01-20 03:00:00-08:00,23,52.8,52800,682.11,1
2009-01-20 04:00:00-08:00,22,52.3,52300,872.39,1
