time,OutdoorAirTemperature,WholeBuildingPower [kW],WholeBuildingElec,Boiler Gas [kBtu/hr],HVACStatus
2010-12-22 11:00:00-08:00,31,52.06,52060,269.89,1
2010-12-22 12:00:00-08:00,31,47.15,47150,205.68,1
2010-12-22 13:00:00-08:00,34,43.09,43090,152.18,1
2010-12-22 14:00:00-08:00,34,48.23,48230,100.48,1
2010-12-22 15:00:00-08:00,34,50.32,50320,85.84,1
2010-12-22 16:00:00-08:00,29,13.28,13280,94.87,1
2010-12-22 17:00:00-08:00,29,18.19,18190,169.57,1
2010-12-22 18:00:00-08:00,29,20.53,20530,221.14,1
2010-12-22 19:00:00-08:00,24,25.65,25650,236.27,1
2010-12-22 20:00:00-08:00,24,26.54,26540,229.84,1
2010-12-22 21:00:00-08:00,24,26.87,26870,252.6,1
2010-12-22 22:00:00-08:00,27,29.84,29840,252.27,1
2010-12-22 23:00:00-08:00,27,28.6,28600,247.81,1
2010-12-23 00:00:00-08:00,27,31.07,31070,276.14,1
2010-12-23 01:00:00-08:00,29,31.66,31660,310.04,1
2010-12-23 02:00:00-08:00,29,28.72,28720,311.15,1
2010-12-23 03:00:00-08:00,29,32.68,32680,307.14,1
2010-12-23 04:00:00-08:00,28,28.51,28510,268.79,1
2010-12-23 05:00:00-08:00,28,33.83,33830,233.74,1
2010-12-23 06:00:00-08:00,28,26.98,26980,193.12,1
2010-12-23 07:00:00-08:00,27,30.2,30200,154.43,1
2010-12-23 08:00:00-08:00,27,25.76,25760,125.31,1
2010-12-23 09:00:00-08:00,27,25.37,25370,106.71,1
2010-12-23 10:00:00-08:00,32,30.69,30690,95.22,1
2010-12-23 11:00:00-08:00,32,29.13,29130,90.82,1
2010-12-23 12:00:00-08:00,32,27.61,27610,89.94,1
2010-12-23 13:00:00-08:00,36,24.49,24490,94.74,1
2010-12-23 14:00:00-08:00,36,26.89,26890,107,1
2010-12-23 15:00:00-08:00,36,26.22,26220,115.26,1
2010-12-23 16:00:00-08:00,34,28.46,28460,137.2,1
2010-12-23 17:00:00-08:00,34,28.65,28650,167.84,1
2010-12-23 18:00:00-08:00,34,26.98,26980,203.16,1
2010-12-23 19:00:00-08:00,29,27.41,27410,246.61,1
2010-12-23 20:00:00-08:00,29,29.46,29460,252.13,1
2010-12-23 21:00:00-08:00,29,25.91,25910,252.98,1
2010-12-23 22:00:00-08:00,28,32.47,32470,232.9,1
2010-12-23 23:00:00-08:00,28,27.49,27490,241.15,1
2010-12-24 00:00:00-08:00,28,32.21,32210,251.37,1
2010-12-24 01:00:00-08:00,26,32.04,32040,259.18,1
2010-12-24 02:00:00-08:00,26,29.09,29090,282.55,1
2010-12-24 03:00:00-08:00,26,29.09,29090,287.42,1
2010-12-24 04:00:00-08:00,26,32.78,32780,274.65,1
2010-12-24 05:00:00-08:00,26,30.28,30280,233.4,1
2010-12-24 06:00:00-08:00,26,32.57,32570,211.6,1
2010-12-24 07:00:00-08:00,25,35.58,35580,172.94,1
2010-12-24 08:00:00-08:00,25,27.64,27640,103.57,1
2010-12-24 09:00:00-08:00,25,29.6,29600,75.51,1
2010-12-24 10:00:00-08:00,32,27.15,27150,48.96,1
2010-12-24 11:00:00-08:00,32,29.38,29380,34.24,1
2010-12-24 12:00:00-08:00,32,27.89,27890,25.11,1
2010-12-24 13:00:00-08:00,37,30.25,30250,51.02,1
2010-12-24 14:00:00-08:00,37,27.81,27810,64.49,1
2010-12-24 15:00:00-08:00,37,29.16,29160,61.9,1
2010-12-24 16:00:00-08:00,33,28.17,28170,56.85,1
2010-12-24 17:00:00-08:00,33,34.62,34620,49.12,1
2010-12-24 18:00:00-08:00,33,26.83,26830,68.41,1
2010-12-24 19:00:00-08:00,28,32.46,32460,116.07,1
2010-12-24 20:00:00-08:00,28,34.03,34030,295.73,1
2010-12-24 21:00:00-08:00,28,25.98,25980,316.08,1
2010-12-24 22:00:00-08:00,28,30.99,30990,356.42,1
2010-12-24 23:00:00-08:00,28,34.69,34690,464.66,1
2010-12-25 00:00:00-08:00,28,30.82,30820,652.43,1
2010-12-25 01:00:00-08:00,26,38.19,38190,902.96,1
2010-12-25 02:00:00-08:00,26,28.13,28130,1026.06,1
2010-12-25 03:00:00-08:00,26,37.36,37360,1078.89,1
2010-12-25 04:00:00-08:00,28,37.81,37810,1058.54,1
2010-12-25 05:00:00-08:00,28,32.27,32270,955.71,1
2010-12-25 06:00:00-08:00,28,31.89,31890,778.8,1
2010-12-25 07:00:00-08:00,27,36.25,36250,624.56,1
2010-12-25 08:00:00-08:00,27,29.75,29750,465.67,1
2010-12-25 09:00:00-08:00,27,31.43,31430,396.68,1
2010-12-25 10:00:00-08:00,31,27.74,27740,364.2,1
2010-12-25 11:00:00-08:00,31,31.58,31580,280.93,1
2010-12-25 12:00:00-08:00,31,27.48,27480,213.54,1
2010-12-25 13:00:00-08:00,37,27.72,27720,178.88,1
2010-12-25 14:00:00-08:00,37,29.18,29180,130.23,1
2010-12-25 15:00:00-08:00,37,27.45,27450,83.51,1
2010-12-25 16:00:00-08:00,35,28.7,28700,64.44,1
2010-12-25 17:00:00-08:00,35,31.72,31720,60.67,1
2010-12-25 18:00:00-08:00,35,28.84,28840,79.7,1
2010-12-25 19:00:00-08:00,32,32.67,32670,155.82,1
2010-12-25 20:00:00-08:00,32,31.58,31580,232.94,1
2010-12-25 21:00:00-08:00,32,30.22,30220,286.21,1
2010-12-25 22:00:00-08:00,33,31.38,31380,341.37,1
2010-12-25 23:00:00-08:00,33,28.91,28910,395.49,1
2010-12-26 00:00:00-08:00,33,30.21,30210,573.68,1
2010-12-26 01:00:00-08:00,31,28.92,28920,832.43,1
2010-12-26 02:00:00-08:00,31,29.91,29910,995.42,1
2010-12-26 03:00:00-08:00,31,30.6,30600,999.53,1
2010-12-26 04:00:00-08:00,30,27.47,27470,960.59,1
2010-12-26 05:00:00-08:00,30,29.6,29600,856.08,1
2010-12-26 06:00:00-08:00,30,30.01,30010,727.01,1
2010-12-26 07:00:00-08:00,33,24.14,24140,572.84,1
2010-12-26 08:00:00-08:00,33,19.49,19490,487.93,1
2010-12-26 09:00:00-08:00,33,20.73,20730,430.77,1
2010-12-26 10:00:00-08:00,37,18.84,18840,268.14,1
2010-12-26 11:00:00-08:00,37,19.03,19030,192.52,1
2010-12-26 12:00:00-08:00,37,19.45,19450,163.81,1
2010-12-26 13:00:00-08:00,38,16.87,16870,144.62,1
2010-12-26 14:00:00-08:00,38,20.22,20220,112.84,1
2010-12-26 15:00:00-08:00,38,20.62,20620,73.04,1
2010-12-26 16:00:00-08:00,37,23.48,23480,35.61,1
2010-12-26 17:00:00-08:00,37,25.56,25560,22.12,1
2010-12-26 18:00:00-08:00,37,27.64,27640,80.4,1
2010-12-26 19:00:00-08:00,34,25.34,25340,241.85,1
2010-12-26 20:00:00-08:00,34,32.19,32190,306.37,1
2010-12-26 21:00:00-08:00,34,26.58,26580,349.91,1
2010-12-26 22:00:00-08:00,30,28.98,28980,394.14,1
2010-12-26 23:00:00-08:00,30,29.2,29200,446.38,1
2010-12-27 00:00:00-08:00,30,27.44,27440,581.71,1
2010-12-27 01:00:00-08:00,30,30,30000,804.89,1
2010-12-27 02:00:00-08:00,30,27.37,27370,925.17,1
2010-12-27 03:00:00-08:00,30,69.72,69720,884.23,1
2010-12-27 04:00:00-08:00,29,52.99,52990,780.3,1
2010-12-27 05:00:00-08:00,29,42.31,42310,668.1,1
2010-12-27 06:00:00-08:00,29,42.36,42360,509.8,1
2010-12-27 07:00:00-08:00,30,42.14,42140,359.37,1
2010-12-27 08:00:00-08:00,30,43.02,43020,270.8,1
2010-12-27 09:00:00-08:00,30,43.88,43880,206.48,1
2010-12-27 10:00:00-08:00,34,39.67,39670,173.71,1
2010-12-27 11:00:00-08:00,34,36.22,36220,157.33,1
2010-12-27 12:00:00-08:00,34,36.2,36200,154.39,1
2010-12-27 13:00:00-08:00,40,34.46,34460,161.97,1
2010-12-27 14:00:00-08:00,40,32.35,32350,110.18,1
2010-12-27 15:00:00-08:00,40,34.41,34410,34.67,1
2010-12-27 16:00:00-08:00,38,12.92,12920,35.52,1
2010-12-27 17:00:00-08:00,38,12.06,12060,85.7,1
2010-12-27 18:00:00-08:00,38,16.06,16060,134.58,1
2010-12-27 19:00:00-08:00,35,15.92,15920,178.03,1
2010-12-27 20:00:00-08:00,35,17.93,17930,167.35,1
2010-12-27 21:00:00-08:00,35,20.06,20060,233.68,1
2010-12-27 22:00:00-08:00,37,23.35,23350,291.75,1
2010-12-27 23:00:00-08:00,37,19.44,19440,358.66,1
2010-12-28 00:00:00-08:00,37,22.95,22950,578.36,1
2010-12-28 01:00:00-08:00,35,22.27,22270,807.96,1
2010-12-28 02:00:00-08:00,35,19.28,19280,907.65,1
2010-12-28 03:00:00-08:00,35,48.75,48750,869.23,1
2010-12-28 04:00:00-08:00,36,39.52,39520,785.65,1
2010-12-28 05:00:00-08:00,36,37.36,37360,662.61,1
2010-12-28 06:00:00-08:00,36,35.7,35700,491.31,1
2010-12-28 07:00:00-08:00,36,36.55,36550,377.3,1
2010-12-28 08:00:00-08:00,36,36.84,36840,313.94,1
2010-12-28 09:00:00-08:00,36,34.27,34270,264.45,1
2010-12-28 10:00:00-08:00,40,34.82,34820,207.6,1
2010-12-28 11:00:00-08:00,40,35,35000,155.65,1
2010-12-28 12:00:00-08:00,40,32.09,32090,117.03,1
2010-12-28 13:00:00-08:00,46,32.3,32300,81.41,1
2010-12-28 14:00:00-08:00,46,27.68,27680,66.07,1
2010-12-28 15:00:00-08:00,46,28.47,28470,59.2,1
2010-12-28 16:00:00-08:00,43,13.57,13570,80.22,1
2010-12-28 17:00:00-08:00,43,13.23,13230,128.87,1
2010-12-28 18:00:00-08:00,43,13.03,13030,108,1
2010-12-28 19:00:00-08:00,40,13.87,13870,124.62,1
2010-12-28 20:00:00-08:00,40,14.28,14280,168.48,1
2010-12-28 21:00:00-08:00,40,17.48,17480,203.9,1
2010-12-28 22:00:00-08:00,38,20.58,20580,265.51,1
2010-12-28 23:00:00-08:00,38,17.6,17600,297.24,1
2010-12-29 00:00:00-08:00,38,22.2,22200,466.76,1
2010-12-29 01:00:00-08:00,38,25.26,25260,839.55,1
2010-12-29 02:00:00-08:00,38,25.37,25370,1013.86,1
2010-12-29 03:00:00-08:00,38,63.28,63280,947.21,1
2010-12-29 04:00:00-08:00,36,53.45,53450,775.79,1
2010-12-29 05:00:00-08:00,36,38.74,38740,644.28,1
2010-12-29 06:00:00-08:00,36,41.71,41710,507.49,1
2010-12-29 07:00:00-08:00,33,41.86,41860,430.63,1
2010-12-29 08:00:00-08:00,33,39.03,39030,363.83,1
2010-12-29 09:00:00-08:00,33,42.26,42260,312.3,1
2010-12-29 10:00:00-08:00,32,37.73,37730,279.38,1
2010-12-29 11:00:00-08:00,32,37.95,37950,223.03,1
2010-12-29 12:00:00-08:00,32,33.62,33620,169.23,1
2010-12-29 13:00:00-08:00,36,35.26,35260,135.03,1
2010-12-29 14:00:00-08:00,36,32.41,32410,104.13,1
2010-12-29 15:00:00-08:00,36,31.74,31740,89.52,1
2010-12-29 16:00:00-08:00,34,13.75,13750,88.93,1
2010-12-29 17:00:00-08:00,34,13.08,13080,96.03,1
2010-12-29 18:00:00-08:00,34,17.3,17300,140.96,1
2010-12-29 19:00:00-08:00,31,19.29,19290,176.29,1
2010-12-29 20:00:00-08:00,31,19.83,19830,128.61,1
2010-12-29 21:00:00-08:00,31,21.42,21420,139.19,1
2010-12-29 22:00:00-08:00,28,24.51,24510,152.11,1
2010-12-29 23:00:00-08:00,28,28.03,28030,163.1,1
2010-12-30 00:00:00-08:00,28,26.92,26920,201.69,1
2010-12-30 01:00:00-08:00,26,28.07,28070,264.24,1
2010-12-30 02:00:00-08:00,26,27.63,27630,300.35,1
2010-12-30 03:00:00-08:00,26,64.63,64630,280.08,1
2010-12-30 04:00:00-08:00,26,64.86,64860,266.7,1
2010-12-30 05:00:00-08:00,26,54.67,54670,227.88,1
2010-12-30 06:00:00-08:00,26,47.47,47470,183.62,1
2010-12-30 07:00:00-08:00,27,50.67,50670,141.36,1
2010-12-30 08:00:00-08:00,27,49.42,49420,122.45,1
2010-12-30 09:00:00-08:00,27,47.12,47120,113.68,1
2010-12-30 10:00:00-08:00,28,45.93,45930,89.52,1
2010-12-30 11:00:00-08:00,28,42.1,42100,58.74,1
2010-12-30 12:00:00-08:00,28,46.07,46070,35.34,1
2010-12-30 13:00:00-08:00,31,44.29,44290,54.12,1
2010-12-30 14:00:00-08:00,31,46.62,46620,93.64,1
2010-12-30 15:00:00-08:00,31,44.02,44020,116.69,1
2010-12-30 16:00:00-08:00,27,15.75,15750,162.13,1
2010-12-30 17:00:00-08:00,27,28.01,28010,207.49,1
2010-12-30 18:00:00-08:00,27,28.72,28720,260.23,1
2010-12-30 19:00:00-08:00,21,30.61,30610,284.21,1
2010-12-30 20:00:00-08:00,21,36.38,36380,145.62,1
2010-12-30 21:00:00-08:00,21,33.97,33970,152.69,1
2010-12-30 22:00:00-08:00,19,41.59,41590,152.96,1
2010-12-30 23:00:00-08:00,19,44.14,44140,144.02,1
2010-12-31 00:00:00-08:00,19,41.26,41260,136.96,1
2010-12-31 01:00:00-08:00,17,38.83,38830,140.45,1
2010-12-31 02:00:00-08:00,17,43.89,43890,130.89,1
2010-12-31 03:00:00-08:00,17,47.11,47110,114.4,1
2010-12-31 04:00:00-08:00,16,45.21,45210,102.01,1
2010-12-31 05:00:00-08:00,16,49.07,49070,96.73,1
2010-12-31 06:00:00-08:00,16,42.28,42280,168.76,1
2010-12-31 07:00:00-08:00,19,39.7,39700,237.83,1
2010-12-31 08:00:00-08:00,19,37.28,37280,221.35,1
2010-12-31 09:00:00-08:00,19,30.53,30530,113.82,1
2010-12-31 10:00:00-08:00,22,35.23,35230,92.44,1
2010-12-31 11:00:00-08:00,22,29.67,29670,97.81,1
2010-12-31 12:00:00-08:00,22,27.41,27410,103.73,1
2010-12-31 13:00:00-08:00,24,24.28,24280,150.14,1
2010-12-31 14:00:00-08:00,24,24.04,24040,153.44,1
2010-12-31 15:00:00-08:00,24,29.34,29340,190.29,1
2010-12-31 16:00:00-08:00,22,32.1,32100,185.8,1
2010-12-31 17:00:00-08:00,22,33.68,33680,168.78,1
2010-12-31 18:00:00-08:00,22,37.35,37350,184.53,1
2010-12-31 19:00:00-08:00,12,42.85,42850,220.97,1
2010-12-31 20:00:00-08:00,12,42.48,42480,201.88,1
2010-12-31 21:00:00-08:00,12,40.35,40350,196.92,1
2010-12-31 22:00:00-08:00,12,38.6,38600,234.52,1
2010-12-31 23:00:00-08:00,12,45,45000,279.47,1
2011-01-01 00:00:00-08:00,12,49.5,49500,335.51,1
2011-01-01 01:00:00-08:00,10,54.7,54700,574.46,1
2011-01-01 02:00:00-08:00,10,42.3,42300,577.87,1
2011-01-01 03:00:00-08:00,10,48.2,48200,552.9,1
2011-01-01 04:00:00-08:00,9,52.5,52500,515.35,1
2011-01-01 05:00:00-08:00,9,46.5,46500,436.47,1
2011-01-01 06:00:00-08:00,9,48,48000,376.22,1
2011-01-01 07:00:00-08:00,7,40,40000,276.48,1
2011-01-01 08:00:00-08:00,7,40.5,40500,234.97,1
2011-01-01 09:00:00-08:00,7,34,34000,241.21,1
2011-01-01 10:00:00-08:00,12,31.9,31900,235.13,1
2011-01-01 11:00:00-08:00,12,29.4,29400,239.49,1
2011-01-01 12:00:00-08:00,12,23.7,23700,260,1
2011-01-01 13:00:00-08:00,18,27.8,27800,291.6,1
2011-01-01 14:00:00-08:00,18,34.6,34600,237.75,1
2011-01-01 15:00:00-08:00,18,31.7,31700,271.93,1
2011-01-01 16:00:00-08:00,14,34.3,34300,240.34,1
2011-01-01 17:00:00-08:00,14,40.8,40800,203.99,1
2011-01-01 18:00:00-08:00,14,36.3,36300,179.71,1
2011-01-01 19:00:00-08:00,11,38.7,38700,194.09,1
2011-01-01 20:00:00-08:00,11,45.1,45100,193.12,1
2011-01-01 21:00:00-08:00,11,47.5,47500,242.26,1
2011-01-01 22:00:00-08:00,8,46.2,46200,274.67,1
2011-01-01 23:00:00-08:00,8,43.7,43700,326.15,1
2011-01-02 00:00:00-08:00,8,43.2,43200,538.74,1
2011-01-02 01:00:00-08:00,11,42.6,42600,762.92,1
2011-01-02 02:00:00-08:00,11,44.2,44200,911.67,1
2011-01-02 03:00:00-08:00,11,50.2,50200,1003.93,1
2011-01-02 04:00:00-08:00,12,47.4,47400,1037.47,1
2011-01-02 05:00:00-08:00,12,42.6,42600,926.56,1
2011-01-02 06:00:00-08:00,12,42.3,42300,724.47,1
2011-01-02 07:00:00-08:00,10,38.9,38900,628.31,1
2011-01-02 08:00:00-08:00,10,32.4,32400,569.66,1
2011-01-02 09:00:00-08:00,10,36.8,36800,462.05,1
2011-01-02 10:00:00-08:00,14,29.6,29600,361.09,1
2011-01-02 11:00:00-08:00,14,30.6,30600,311.72,1
2011-01-02 12:00:00-08:00,14,27.4,27400,290.04,1
2011-01-02 13:00:00-08:00,19,24.7,24700,233.84,1
2011-01-02 14:00:00-08:00,19,28.6,28600,273.41,1
2011-01-02 15:00:00-08:00,19,33.6,33600,244.4,1
2011-01-02 16:00:00-08:00,17,31.8,31800,254.48,1
2011-01-02 17:00:00-08:00,17,31.7,31700,260.83,1
2011-01-02 18:00:00-08:00,17,36.7,36700,255.24,1
2011-01-02 19:00:00-08:00,12,40.3,40300,245.15,1
2011-01-02 20:00:00-08:00,12,39.6,39600,258.69,1
2011-01-02 21:00:00-08:00,12,49.4,49400,362.28,1
2011-01-02 22:00:00-08:00,9,43.1,43100,374.58,1
2011-01-02 23:00:00-08:00,9,51.3,51300,423.97,1
2011-01-03 00:00:00-08:00,9,46.2,46200,656.22,1
2011-01-03 01:00:00-08:00,9,52.8,52800,888.11,1
2011-01-03 02:00:00-08:00,9,52.3,52300,1066.18,1
2011-01-03 03:00:00-08:00,9,97.7,97700,990.34,1
2011-01-03 04:00:00-08:00,8,95.5,95500,859.14,1
2011-01-03 05:00:00-08:00,8,95.7,95700,561.24,1
2011-01-03 06:00:00-08:00,8,80.1,80100,522.04,1
2011-01-03 07:00:00-08:00,8,68.5,68500,432.56,1
2011-01-03 08:00:00-08:00,8,61.5,61500,353.7,1
2011-01-03 09:00:00-08:00,8,63.4,63400,331.27,1
2011-01-03 10:00:00-08:00,14,55.4,55400,267.03,1
2011-01-03 11:00:00-08:00,14,53,53000,264.55,1
2011-01-03 12:00:00-08:00,14,48.5,48500,244.41,1
2011-01-03 13:00:00-08:00,21,46.2,46200,226.71,1
2011-01-03 14:00:00-08:00,21,46.7,46700,180.5,1
2011-01-03 15:00:00-08:00,21,45.5,45500,139.89,1
2011-01-03 16:00:00-08:00,17,20.3,20300,146.49,1
2011-01-03 17:00:00-08:00,17,19.7,19700,134.86,1
2011-01-03 18:00:00-08:00,17,33,33000,157.44,1
2011-01-03 19:00:00-08:00,17,36.4,36400,192.11,1
2011-01-03 20:00:00-08:00,17,40.3,40300,206.35,1
2011-01-03 21:00:00-08:00,17,44.7,44700,231.35,1
2011-01-03 22:00:00-08:00,17,40.5,40500,240.43,1
2011-01-03 23:00:00-08:00,17,45.8,45800,248.24,1
2011-01-04 00:00:00-08:00,17,49.8,49800,320.3,1
2011-01-04 01:00:00-08:00,17,43.2,43200,455.97,1
2011-01-04 02:00:00-08:00,17,47.1,47100,539,1
2011-01-04 03:00:00-08:00,17,85,85000,634.88,1
2011-01-04 04:00:00-08:00,17,88.5,88500,519.01,1
2011-01-04 05:00:00-08:00,17,78.7,78700,320.08,1
2011-01-04 06:00:00-08:00,14,72.1,72100,225.91,1
2011-01-04 07:00:00-08:00,14,73.5,73500,271.83,1
2011-01-04 08:00:00-08:00,14,65.2,65200,310.13,1
2011-01-04 09:00:00-08:00,18,60.5,60500,253.45,1
2011-01-04 10:00:00-08:00,18,56.9,56900,211.35,1
2011-01-04 11:00:00-08:00,18,53.2,53200,186.44,1
2011-01-04 12:00:00-08:00,25,48.5,48500,189.83,1
2011-01-04 13:00:00-08:00,25,54.2,54200,164.14,1
2011-01-04 14:00:00-08:00,25,50.8,50800,98.04,1
2011-01-04 15:00:00-08:00,26,45.5,45500,67.54,1
2011-01-04 16:00:00-08:00,26,17.9,17900,70.71,1
2011-01-04 17:00:00-08:00,26,23.4,23400,63.52,1
2011-01-04 18:00:00-08:00,24,27.2,27200,77.61,1
2011-01-04 19:00:00-08:00,24,30.8,30800,75.57,1
2011-01-04 20:00:00-08:00,24,34.4,34400,71.98,1
2011-01-04 21:00:00-08:00,25,34.6,34600,89.82,1
2011-01-04 22:00:00-08:00,25,38.3,38300,103.39,1
2011-01-04 23:00:00-08:00,25,31.6,31600,231.01,1
2011-01-05 00:00:00-08:00,22,36.3,36300,459.76,1
2011-01-05 01:00:00-08:00,22,42,42000,722.94,1
2011-01-05 02:00:00-08:00,22,38.5,38500,865.39,1
2011-01-05 03:00:00-08:00,24,80.9,80900,1017.34,1
2011-01-05 04:00:00-08:00,24,79,79000,783.8,1
2011-01-05 05:00:00-08:00,24,59.7,59700,406.07,1
2011-01-05 06:00:00-08:00,24,63.4,63400,201.25,1
2011-01-05 07:00:00-08:00,24,58.7,58700,123.81,1
2011-01-05 08:00:00-08:00,24,55.2,55200,134.37,1
2011-01-05 09:00:00-08:00,29,49.6,49600,135.22,1
2011-01-05 10:00:00-08:00,29,48.2,48200,116.27,1
2011-01-05 11:00:00-08:00,29,47.1,47100,143.79,1
2011-01-05 12:00:00-08:00,33,44.8,44800,147.06,1
2011-01-05 13:00:00-08:00,33,44,44000,150.68,1
2011-01-05 14:00:00-08:00,33,38.2,38200,102.62,1
2011-01-05 15:00:00-08:00,33,40.2,40200,48.85,1
2011-01-05 16:00:00-08:00,33,16.5,16500,76.52,1
2011-01-05 17:00:00-08:00,33,15,15000,99.67,1
2011-01-05 18:00:00-08:00,32,20.1,20100,102.56,1
2011-01-05 19:00:00-08:00,32,20.1,20100,157.3,1
2011-01-05 20:00:00-08:00,32,23.7,23700,178.94,1
2011-01-05 21:00:00-08:00,32,25.7,25700,148.62,1
2011-01-05 22:00:00-08:00,32,26.9,26900,154.13,1
2011-01-05 23:00:00-08:00,32,24.1,24100,181.42,1
2011-01-06 00:00:00-08:00,29,34.1,34100,252.54,1
2011-01-06 01:00:00-08:00,29,34.5,34500,270.82,1
2011-01-06 02:00:00-08:00,29,33,33000,257.29,1
2011-01-06 03:00:00-08:00,28,68.8,68800,331.27,1
2011-01-06 04:00:00-08:00,28,66.4,66400,342.7,1
2011-01-06 05:00:00-08:00,28,59.5,59500,283.26,1
2011-01-06 06:00:00-08:00,28,51.6,51600,210.22,1
2011-01-06 07:00:00-08:00,28,53.9,53900,153.06,1
2011-01-06 08:00:00-08:00,28,50,50000,152.31,1
2011-01-06 09:00:00-08:00,33,49,49000,161.99,1
2011-01-06 10:00:00-08:00,33,46.8,46800,178.33,1
2011-01-06 11:00:00-08:00,33,47.4,47400,190.9,1
2011-01-06 12:00:00-08:00,39,45.4,45400,193.32,1
2011-01-06 13:00:00-08:00,39,41.5,41500,183.98,1
2011-01-06 14:00:00-08:00,39,38.3,38300,194.92,1
2011-01-06 15:00:00-08:00,37,35.9,35900,164.25,1
2011-01-06 16:00:00-08:00,37,15.4,15400,161.67,1
2011-01-06 17:00:00-08:00,37,15.9,15900,149.01,1
2011-01-06 18:00:00-08:00,34,20.5,20500,114.32,1
2011-01-06 19:00:00-08:00,34,23.5,23500,114.14,1
2011-01-06 20:00:00-08:00,34,21,21000,144.84,1
2011-01-06 21:00:00-08:00,29,23.8,23800,171.16,1
2011-01-06 22:00:00-08:00,29,31.4,31400,161.43,1
2011-01-06 23:00:00-08:00,29,24.2,24200,162.81,1
2011-01-07 00:00:00-08:00,28,28.5,28500,166.83,1
2011-01-07 01:00:00-08:00,28,33.1,33100,226.11,1
2011-01-07 02:00:00-08:00,28,31.3,31300,267.05,1
2011-01-07 03:00:00-08:00,29,67,67000,278.6,1
2011-01-07 04:00:00-08:00,29,64.6,64600,248.07,1
2011-01-07 05:00:00-08:00,29,57.9,57900,198.79,1
2011-01-07 06:00:00-08:00,31,49.9,49900,151.02,1
2011-01-07 07:00:00-08:00,31,50.3,50300,157.94,1
2011-01-07 08:00:00-08:00,31,45.7,45700,155.64,1
2011-01-07 09:00:00-08:00,35,44,44000,100.96,1
2011-01-07 10:00:00-08:00,35,42.5,42500,73.31,1
2011-01-07 11:00:00-08:00,35,43.1,43100,82.56,1
2011-01-07 12:00:00-08:00,38,37.4,37400,104.22,1
2011-01-07 13:00:00-08:00,38,36.5,36500,169.65,1
2011-01-07 14:00:00-08:00,38,33.2,33200,153.4,1
2011-01-07 15:00:00-08:00,36,29.9,29900,124.77,1
2011-01-07 16:00:00-08:00,36,13.7,13700,123.12,1
2011-01-07 17:00:00-08:00,36,14.7,14700,156.09,1
2011-01-07 18:00:00-08:00,34,14.2,14200,227.17,1
2011-01-07 19:00:00-08:00,34,14.4,14400,290.34,1
2011-01-07 20:00:00-08:00,34,22.1,22100,327.59,1
2011-01-07 21:00:00-08:00,31,21.8,21800,340.21,1
2011-01-07 22:00:00-08:00,31,27.6,27600,325.94,1
2011-01-07 23:00:00-08:00,31,26.5,26500,344.48,1
2011-01-08 00:00:00-08:00,29,27.6,27600,552.26,1
2011-01-08 01:00:00-08:00,29,27.8,27800,926.09,1
2011-01-08 02:00:00-08:00,29,28.1,28100,1090.85,1
2011-01-08 03:00:00-08:00,27,27.9,27900,1209.66,1
2011-01-08 04:00:00-08:00,27,30.9,30900,1013.43,1
2011-01-08 05:00:00-08:00,27,28.6,28600,742.85,1
2011-01-08 06:00:00-08:00,25,24.2,24200,548.07,1
2011-01-08 07:00:00-08:00,25,20.6,20600,405.3,1
2011-01-08 08:00:00-08:00,25,20.5,20500,297.91,1
2011-01-08 09:00:00-08:00,31,20,20000,322.45,1
2011-01-08 10:00:00-08:00,31,19.9,19900,329.62,1
2011-01-08 11:00:00-08:00,31,16.6,16600,305.18,1
2011-01-08 12:00:00-08:00,40,15.2,15200,303.49,1
2011-01-08 13:00:00-08:00,40,14.4,14400,314.72,1
2011-01-08 14:00:00-08:00,40,16.9,16900,285.78,1
2011-01-08 15:00:00-08:00,35,20.6,20600,321.36,1
2011-01-08 16:00:00-08:00,35,18.5,18500,247.78,1
2011-01-08 17:00:00-08:00,35,17.6,17600,189.43,1
2011-01-08 18:00:00-08:00,28,23.1,23100,186.08,1
2011-01-08 19:00:00-08:00,28,20.9,20900,182.43,1
2011-01-08 20:00:00-08:00,28,25.3,25300,193.5,1
2011-01-08 21:00:00-08:00,26,32.6,32600,211.92,1
2011-01-08 22:00:00-08:00,26,25,25000,248.72,1
2011-01-08 23:00:00-08:00,26,33.2,33200,319.78,1
2011-01-09 00:00:00-08:00,30,29.5,29500,582.34,1
2011-01-09 01:00:00-08:00,30,32.4,32400,800.16,1
2011-01-09 02:00:00-08:00,30,35.6,35600,956.27,1
2011-01-09 03:00:00-08:00,26,34.9,34900,953.96,1
2011-01-09 04:00:00-08:00,26,29.2,29200,982.51,1
2011-01-09 05:00:00-08:00,26,34.5,34500,978.13,1
2011-01-09 06:00:00-08:00,27,32.6,32600,748.12,1
2011-01-09 07:00:00-08:00,27,32.7,32700,653.81,1
2011-01-09 08:00:00-08:00,27,28.9,28900,574.89,1
2011-01-09 09:00:00-08:00,32,30.5,30500,437.04,1
2011-01-09 10:00:00-08:00,32,24.3,24300,389.86,1
2011-01-09 11:00:00-08:00,32,24.8,24800,335.92,1
2011-01-09 12:00:00-08:00,37,25,25000,332.26,1
2011-01-09 13:00:00-08:00,37,28.5,28500,355.15,1
2011-01-09 14:00:00-08:00,37,26,26000,310.16,1
