SAMPLE_RATE,Lighting Status
6/13/2013 10:51,0
6/13/2013 10:56,0
6/13/2013 11:01,0
6/13/2013 11:06,0
6/13/2013 11:11,0
6/13/2013 11:16,0
6/13/2013 11:21,0
6/13/2013 11:26,0
6/13/2013 11:31,0
6/13/2013 11:36,0
6/13/2013 11:41,0
6/13/2013 11:46,0
6/13/2013 11:51,0
6/13/2013 11:56,0
6/13/2013 12:01,0
6/13/2013 12:06,0
6/13/2013 12:11,0
6/13/2013 12:16,0
6/13/2013 12:21,0
6/13/2013 12:26,0
6/13/2013 12:31,0
6/13/2013 12:36,0
6/13/2013 12:41,0
6/13/2013 12:46,0
6/13/2013 12:51,0
6/13/2013 12:56,0
6/13/2013 13:01,0
6/13/2013 13:06,0
6/13/2013 13:11,0
6/13/2013 13:16,0
6/13/2013 13:21,0
6/13/2013 13:26,0
6/13/2013 13:31,0
6/13/2013 13:36,0
6/13/2013 13:41,0
6/13/2013 13:46,0
6/13/2013 13:51,0
6/13/2013 13:56,0
6/13/2013 14:01,0
6/13/2013 14:06,0
6/13/2013 14:11,0
6/13/2013 14:16,0
6/13/2013 14:21,0
6/13/2013 14:26,0
6/13/2013 14:31,0
6/13/2013 14:36,0
6/13/2013 14:41,0
6/13/2013 14:46,0
6/13/2013 14:51,0
6/13/2013 14:56,0
6/13/2013 15:01,0
6/13/2013 15:06,0
6/13/2013 15:11,0
6/13/2013 15:16,0
6/13/2013 15:21,0
6/13/2013 15:26,0
6/13/2013 15:31,0
6/13/2013 15:36,0
6/13/2013 15:41,0
6/13/2013 15:46,0
6/13/2013 15:51,0
6/13/2013 15:56,0
6/13/2013 16:01,1
6/13/2013 16:06,1
6/13/2013 16:11,1
6/13/2013 16:16,1
6/13/2013 16:21,1
6/13/2013 16:26,1
6/13/2013 16:31,1
6/13/2013 16:36,1
6/13/2013 16:41,1
6/13/2013 16:46,1
6/13/2013 16:51,1
6/13/2013 16:56,1
6/13/2013 17:01,0
6/13/2013 17:06,0
6/13/2013 17:11,0
6/13/2013 17:16,1
6/13/2013 17:21,1
6/13/2013 17:26,1
6/13/2013 17:31,1
6/13/2013 17:36,1
6/13/2013 17:41,1
6/13/2013 17:46,1
6/13/2013 17:51,1
6/13/2013 17:56,1
6/13/2013 18:01,1
6/13/2013 18:06,1
6/13/2013 18:11,1
6/13/2013 18:16,1
6/13/2013 18:21,1
6/13/2013 18:26,1
6/13/2013 18:31,1
6/13/2013 18:36,1
6/13/2013 18:41,1
6/13/2013 18:46,1
6/13/2013 18:51,1
6/13/2013 18:56,1
6/13/2013 19:01,1
6/13/2013 19:06,1
6/13/2013 19:11,1
6/13/2013 19:16,1
6/13/2013 19:21,1
6/13/2013 19:26,1
6/13/2013 19:31,1
6/13/2013 19:36,1
6/13/2013 19:41,1
6/13/2013 19:46,1
6/13/2013 19:51,1
6/13/2013 19:56,1
6/13/2013 20:01,1
6/13/2013 20:06,1
6/13/2013 20:11,1
6/13/2013 20:16,1
6/13/2013 20:21,1
6/13/2013 20:26,1
6/13/2013 20:31,1
6/13/2013 20:36,1
6/13/2013 20:41,1
6/13/2013 20:46,1
6/13/2013 20:51,1
6/13/2013 20:56,1
6/13/2013 21:01,1
6/13/2013 21:06,1
6/13/2013 21:11,1
6/13/2013 21:16,1
6/13/2013 21:21,1
6/13/2013 21:26,1
6/13/2013 21:31,1
6/13/2013 21:36,1
6/13/2013 21:41,1
6/13/2013 21:46,1
6/13/2013 21:51,1
6/13/2013 21:56,1
6/13/2013 22:01,1
6/13/2013 22:06,1
6/13/2013 22:11,1
6/13/2013 22:16,1
6/13/2013 22:21,1
6/13/2013 22:26,1
6/13/2013 22:31,1
6/13/2013 22:36,1
6/13/2013 22:41,1
6/13/2013 22:46,1
6/13/2013 22:51,1
6/13/2013 22:56,1
6/13/2013 23:01,1
6/13/2013 23:06,1
6/13/2013 23:11,1
6/13/2013 23:16,1
6/13/2013 23:21,1
6/13/2013 23:26,1
6/13/2013 23:31,1
6/13/2013 23:36,1
6/13/2013 23:41,1
6/13/2013 23:46,1
6/13/2013 23:51,1
6/13/2013 23:56,1
6/14/2013 0:01,1
6/14/2013 0:06,1
6/14/2013 0:11,1
6/14/2013 0:16,1
6/14/2013 0:21,1
6/14/2013 0:26,1
6/14/2013 0:31,1
6/14/2013 0:36,1
6/14/2013 0:41,1
6/14/2013 0:46,1
6/14/2013 0:51,1
6/14/2013 0:56,1
6/14/2013 1:01,1
6/14/2013 1:06,1
6/14/2013 1:11,1
6/14/2013 1:16,1
6/14/2013 1:21,1
6/14/2013 1:26,1
6/14/2013 1:31,1
6/14/2013 1:36,1
6/14/2013 1:41,1
6/14/2013 1:46,1
6/14/2013 1:51,1
6/14/2013 1:56,1
6/14/2013 2:01,1
6/14/2013 2:06,1
6/14/2013 2:11,1
6/14/2013 2:16,1
6/14/2013 2:21,1
6/14/2013 2:26,1
6/14/2013 2:31,1
6/14/2013 2:36,1
6/14/2013 2:41,1
6/14/2013 2:46,1
6/14/2013 2:51,1
6/14/2013 2:56,1
6/14/2013 3:01,1
6/14/2013 3:06,1
6/14/2013 3:11,1
6/14/2013 3:16,1
6/14/2013 3:21,1
6/14/2013 3:26,1
6/14/2013 3:31,1
6/14/2013 3:36,1
6/14/2013 3:41,1
6/14/2013 3:46,1
6/14/2013 3:51,1
6/14/2013 3:56,1
6/14/2013 4:01,1
6/14/2013 4:06,1
6/14/2013 4:11,1
6/14/2013 4:16,1
6/14/2013 4:21,1
6/14/2013 4:26,1
6/14/2013 4:31,1
6/14/2013 4:36,1
6/14/2013 4:41,1
6/14/2013 4:46,1
6/14/2013 4:51,1
6/14/2013 4:56,1
6/14/2013 5:01,1
6/14/2013 5:06,1
6/14/2013 5:11,1
6/14/2013 5:16,1
6/14/2013 5:21,1
6/14/2013 5:26,1
6/14/2013 5:31,1
6/14/2013 5:36,1
6/14/2013 5:41,1
6/14/2013 5:46,1
6/14/2013 5:51,1
6/14/2013 5:56,1
6/14/2013 6:01,1
6/14/2013 6:06,1
6/14/2013 6:11,1
6/14/2013 6:16,1
6/14/2013 6:21,1
6/14/2013 6:26,1
6/14/2013 6:31,1
6/14/2013 6:36,1
6/14/2013 6:41,1
6/14/2013 6:46,1
6/14/2013 6:51,1
6/14/2013 6:56,1
6/14/2013 7:01,1
6/14/2013 7:06,1
6/14/2013 7:11,1
6/14/2013 7:16,1
6/14/2013 7:21,1
6/14/2013 7:26,1
6/14/2013 7:31,1
6/14/2013 7:36,1
6/14/2013 7:41,1
6/14/2013 7:46,1
6/14/2013 7:51,1
6/14/2013 7:56,1
6/14/2013 8:01,0
6/14/2013 8:06,0
6/14/2013 8:11,0
6/14/2013 8:16,0
6/14/2013 8:21,0
6/14/2013 8:26,0
6/14/2013 8:31,0
6/14/2013 8:36,0
6/14/2013 8:41,0
6/14/2013 8:46,0
6/14/2013 8:51,0
6/14/2013 8:56,0
6/14/2013 9:01,0
6/14/2013 9:06,0
6/14/2013 9:11,0
6/14/2013 9:16,0
6/14/2013 9:21,0
6/14/2013 9:26,0
6/14/2013 9:31,0
6/14/2013 9:36,0
6/14/2013 9:41,0
6/14/2013 9:46,0
6/14/2013 9:51,0
6/14/2013 9:56,0
6/14/2013 10:01,0
6/14/2013 10:06,0
6/14/2013 10:11,0
6/14/2013 10:16,0
6/14/2013 10:21,0
6/14/2013 10:26,0
6/14/2013 10:31,0
6/14/2013 10:36,0
6/14/2013 10:41,0
6/14/2013 10:46,0
6/14/2013 10:51,0
6/14/2013 10:56,0
6/14/2013 11:01,0
6/14/2013 11:06,0
6/14/2013 11:11,0
6/14/2013 11:16,0
6/14/2013 11:21,0
6/14/2013 11:26,0
6/14/2013 11:31,0
6/14/2013 11:36,0
6/14/2013 11:41,0
6/14/2013 11:46,0
6/14/2013 11:51,0
6/14/2013 11:56,0
6/14/2013 12:01,0
6/14/2013 12:06,0
6/14/2013 12:11,0
6/14/2013 12:16,0
6/14/2013 12:21,0
6/14/2013 12:26,0
6/14/2013 12:31,0
6/14/2013 12:36,0
6/14/2013 12:41,0
6/14/2013 12:46,0
6/14/2013 12:51,0
6/14/2013 12:56,0
6/14/2013 13:01,0
6/14/2013 13:06,0
6/14/2013 13:11,0
6/14/2013 13:16,0
6/14/2013 13:21,0
6/14/2013 13:26,0
6/14/2013 13:31,0
6/14/2013 13:36,0
6/14/2013 13:41,0
6/14/2013 13:46,0
6/14/2013 13:51,0
6/14/2013 13:56,0
6/14/2013 14:01,0
6/14/2013 14:06,0
6/14/2013 14:11,0
6/14/2013 14:16,0
6/14/2013 14:21,0
6/14/2013 14:26,0
6/14/2013 14:31,0
6/14/2013 14:36,0
6/14/2013 14:41,0
6/14/2013 14:46,0
6/14/2013 14:51,0
6/14/2013 14:56,0
6/14/2013 15:01,0
6/14/2013 15:06,0
6/14/2013 15:11,0
6/14/2013 15:16,0
6/14/2013 15:21,0
6/14/2013 15:26,0
6/14/2013 15:31,0
6/14/2013 15:36,0
6/14/2013 15:41,0
6/14/2013 15:46,0
6/14/2013 15:51,0
6/14/2013 15:56,0
6/14/2013 16:01,1
6/14/2013 16:06,1
6/14/2013 16:11,1
6/14/2013 16:16,1
6/14/2013 16:21,1
6/14/2013 16:26,1
6/14/2013 16:31,1
6/14/2013 16:36,1
6/14/2013 16:41,1
6/14/2013 16:46,1
6/14/2013 16:51,1
6/14/2013 16:56,1
6/14/2013 17:01,0
6/14/2013 17:06,0
6/14/2013 17:11,0
6/14/2013 17:16,1
6/14/2013 17:21,1
6/14/2013 17:26,1
6/14/2013 17:31,1
6/14/2013 17:36,1
6/14/2013 17:41,1
6/14/2013 17:46,1
6/14/2013 17:51,1
6/14/2013 17:56,1
6/14/2013 18:01,1
6/14/2013 18:06,1
6/14/2013 18:11,1
6/14/2013 18:16,1
6/14/2013 18:21,1
6/14/2013 18:26,1
6/14/2013 18:31,1
6/14/2013 18:36,1
6/14/2013 18:41,1
6/14/2013 18:46,1
6/14/2013 18:51,1
6/14/2013 18:56,1
6/14/2013 19:01,1
6/14/2013 19:06,1
6/14/2013 19:11,1
6/14/2013 19:16,1
6/14/2013 19:21,1
6/14/2013 19:26,1
6/14/2013 19:31,1
6/14/2013 19:36,1
6/14/2013 19:41,1
6/14/2013 19:46,1
6/14/2013 19:51,1
6/14/2013 19:56,1
6/14/2013 20:01,1
6/14/2013 20:06,1
6/14/2013 20:11,1
6/14/2013 20:16,1
6/14/2013 20:21,1
6/14/2013 20:26,1
6/14/2013 20:31,1
6/14/2013 20:36,1
6/14/2013 20:41,1
6/14/2013 20:46,1
6/14/2013 20:51,1
6/14/2013 20:56,1
6/14/2013 21:01,1
6/14/2013 21:06,1
6/14/2013 21:11,1
6/14/2013 21:16,1
6/14/2013 21:21,1
6/14/2013 21:26,1
6/14/2013 21:31,1
6/14/2013 21:36,1
6/14/2013 21:41,1
6/14/2013 21:46,1
6/14/2013 21:51,1
6/14/2013 21:56,1
6/14/2013 22:01,1
6/14/2013 22:06,1
6/14/2013 22:11,1
6/14/2013 22:16,1
6/14/2013 22:21,1
6/14/2013 22:26,1
6/14/2013 22:31,1
6/14/2013 22:36,1
6/14/2013 22:41,1
6/14/2013 22:46,1
6/14/2013 22:51,1
6/14/2013 22:56,1
6/14/2013 23:01,1
6/14/2013 23:06,1
6/14/2013 23:11,1
6/14/2013 23:16,1
6/14/2013 23:21,1
6/14/2013 23:26,1
6/14/2013 23:31,1
6/14/2013 23:36,1
6/14/2013 23:41,1
6/14/2013 23:46,1
6/14/2013 23:51,1
6/14/2013 23:56,1
6/15/2013 0:01,1
6/15/2013 0:06,1
6/15/2013 0:11,1
6/15/2013 0:16,1
6/15/2013 0:21,1
6/15/2013 0:26,1
6/15/2013 0:31,1
6/15/2013 0:36,1
6/15/2013 0:41,1
6/15/2013 0:46,1
6/15/2013 0:51,1
6/15/2013 0:56,1
6/15/2013 1:01,1
6/15/2013 1:06,1
6/15/2013 1:11,1
6/15/2013 1:16,1
6/15/2013 1:21,1
6/15/2013 1:26,1
6/15/2013 1:31,1
6/15/2013 1:36,1
6/15/2013 1:41,1
6/15/2013 1:46,1
6/15/2013 1:51,1
6/15/2013 1:56,1
6/15/2013 2:01,1
6/15/2013 2:06,1
6/15/2013 2:11,1
6/15/2013 2:16,1
6/15/2013 2:21,1
6/15/2013 2:26,1
6/15/2013 2:31,1
6/15/2013 2:36,1
6/15/2013 2:41,1
6/15/2013 2:46,1
6/15/2013 2:51,1
6/15/2013 2:56,1
6/15/2013 3:01,1
6/15/2013 3:06,1
6/15/2013 3:11,1
6/15/2013 3:16,1
6/15/2013 3:21,1
6/15/2013 3:26,1
6/15/2013 3:31,1
6/15/2013 3:36,1
6/15/2013 3:41,1
6/15/2013 3:46,1
6/15/2013 3:51,1
6/15/2013 3:56,1
6/15/2013 4:01,1
6/15/2013 4:06,1
6/15/2013 4:11,1
6/15/2013 4:16,1
6/15/2013 4:21,1
6/15/2013 4:26,1
6/15/2013 4:31,1
6/15/2013 4:36,1
6/15/2013 4:41,1
6/15/2013 4:46,1
6/15/2013 4:51,1
6/15/2013 4:56,1
6/15/2013 5:01,1
6/15/2013 5:06,1
6/15/2013 5:11,1
6/15/2013 5:16,1
6/15/2013 5:21,1
6/15/2013 5:26,1
6/15/2013 5:31,1
6/15/2013 5:36,1
6/15/2013 5:41,1
6/15/2013 5:46,1
6/15/2013 5:51,1
6/15/2013 5:56,1
6/15/2013 6:01,1
6/15/2013 6:06,1
6/15/2013 6:11,1
6/15/2013 6:16,1
6/15/2013 6:21,1
6/15/2013 6:26,1
6/15/2013 6:31,1
6/15/2013 6:36,1
6/15/2013 6:41,1
6/15/2013 6:46,1
6/15/2013 6:51,1
6/15/2013 6:56,1
6/15/2013 7:01,1
6/15/2013 7:06,1
6/15/2013 7:11,1
6/15/2013 7:16,1
6/15/2013 7:21,1
6/15/2013 7:26,1
6/15/2013 7:31,1
6/15/2013 7:36,1
6/15/2013 7:41,1
6/15/2013 7:46,1
6/15/2013 7:51,1
6/15/2013 7:56,1
6/15/2013 8:01,0
6/15/2013 8:06,0
6/15/2013 8:11,0
6/15/2013 8:16,0
6/15/2013 8:21,0
6/15/2013 8:26,0
6/15/2013 8:31,0
6/15/2013 8:36,0
6/15/2013 8:41,0
6/15/2013 8:46,0
6/15/2013 8:51,0
6/15/2013 8:56,0
6/15/2013 9:01,0
6/15/2013 9:06,0
6/15/2013 9:11,0
6/15/2013 9:16,0
6/15/2013 9:21,0
6/15/2013 9:26,0
6/15/2013 9:31,0
6/15/2013 9:36,0
6/15/2013 9:41,0
6/15/2013 9:46,0
6/15/2013 9:51,0
6/15/2013 9:56,0
6/15/2013 10:01,0
6/15/2013 10:06,0
6/15/2013 10:11,0
6/15/2013 10:16,0
6/15/2013 10:21,0
6/15/2013 10:26,0
6/15/2013 10:31,0
6/15/2013 10:36,0
6/15/2013 10:41,0
6/15/2013 10:46,0
6/15/2013 10:51,0
6/15/2013 10:56,0
6/15/2013 11:01,0
6/15/2013 11:06,0
6/15/2013 11:11,0
6/15/2013 11:16,0
6/15/2013 11:21,0
6/15/2013 11:26,0
6/15/2013 11:31,0
6/15/2013 11:36,0
6/15/2013 11:41,0
6/15/2013 11:46,0
6/15/2013 11:51,0
6/15/2013 11:56,0
6/15/2013 12:01,0
6/15/2013 12:06,0
6/15/2013 12:11,0
6/15/2013 12:16,0
6/15/2013 12:21,0
6/15/2013 12:26,0
6/15/2013 12:31,0
6/15/2013 12:36,0
6/15/2013 12:41,0
6/15/2013 12:46,0
6/15/2013 12:51,0
6/15/2013 12:56,0
6/15/2013 13:01,0
6/15/2013 13:06,0
6/15/2013 13:11,0
6/15/2013 13:16,0
6/15/2013 13:21,0
6/15/2013 13:26,0
6/15/2013 13:31,0
6/15/2013 13:36,0
6/15/2013 13:41,0
6/15/2013 13:46,0
6/15/2013 13:51,0
6/15/2013 13:56,0
6/15/2013 14:01,0
6/15/2013 14:06,0
6/15/2013 14:11,0
6/15/2013 14:16,0
6/15/2013 14:21,0
6/15/2013 14:26,0
6/15/2013 14:31,0
6/15/2013 14:36,0
6/15/2013 14:41,0
6/15/2013 14:46,0
6/15/2013 14:51,0
6/15/2013 14:56,0
6/15/2013 15:01,0
6/15/2013 15:06,0
6/15/2013 15:11,0
6/15/2013 15:16,0
6/15/2013 15:21,0
6/15/2013 15:26,0
6/15/2013 15:31,0
6/15/2013 15:36,0
6/15/2013 15:41,0
6/15/2013 15:46,0
6/15/2013 15:51,0
6/15/2013 15:56,0
6/15/2013 16:01,1
6/15/2013 16:06,1
6/15/2013 16:11,1
6/15/2013 16:16,1
6/15/2013 16:21,1
6/15/2013 16:26,1
6/15/2013 16:31,1
6/15/2013 16:36,1
6/15/2013 16:41,1
6/15/2013 16:46,1
6/15/2013 16:51,1
6/15/2013 16:56,1
6/15/2013 17:01,0
6/15/2013 17:06,0
6/15/2013 17:11,0
6/15/2013 17:16,1
6/15/2013 17:21,1
6/15/2013 17:26,1
6/15/2013 17:31,1
6/15/2013 17:36,1
6/15/2013 17:41,1
6/15/2013 17:46,1
6/15/2013 17:51,1
6/15/2013 17:56,1
6/15/2013 18:01,1
6/15/2013 18:06,1
6/15/2013 18:11,1
6/15/2013 18:16,1
6/15/2013 18:21,1
6/15/2013 18:26,1
6/15/2013 18:31,1
6/15/2013 18:36,1
6/15/2013 18:41,1
6/15/2013 18:46,1
6/15/2013 18:51,1
6/15/2013 18:56,1
6/15/2013 19:01,1
6/15/2013 19:06,1
6/15/2013 19:11,1
6/15/2013 19:16,1
6/15/2013 19:21,1
6/15/2013 19:26,1
6/15/2013 19:31,1
6/15/2013 19:36,1
6/15/2013 19:41,1
6/15/2013 19:46,1
6/15/2013 19:51,1
6/15/2013 19:56,1
6/15/2013 20:01,1
6/15/2013 20:06,1
6/15/2013 20:11,1
6/15/2013 20:16,1
6/15/2013 20:21,1
6/15/2013 20:26,1
6/15/2013 20:31,1
6/15/2013 20:36,1
6/15/2013 20:41,1
6/15/2013 20:46,1
6/15/2013 20:51,1
6/15/2013 20:56,1
6/15/2013 21:01,1
6/15/2013 21:06,1
6/15/2013 21:11,1
6/15/2013 21:16,1
6/15/2013 21:21,1
6/15/2013 21:26,1
6/15/2013 21:31,1
6/15/2013 21:36,1
6/15/2013 21:41,1
6/15/2013 21:46,1
6/15/2013 21:51,1
6/15/2013 21:56,1
6/15/2013 22:01,1
6/15/2013 22:06,1
6/15/2013 22:11,1
6/15/2013 22:16,1
6/15/2013 22:21,1
6/15/2013 22:26,1
6/15/2013 22:31,1
6/15/2013 22:36,1
6/15/2013 22:41,1
6/15/2013 22:46,1
6/15/2013 22:51,1
6/15/2013 22:56,1
6/15/2013 23:01,1
6/15/2013 23:06,1
6/15/2013 23:11,1
6/15/2013 23:16,1
6/15/2013 23:21,1
6/15/2013 23:26,1
6/15/2013 23:31,1
6/15/2013 23:36,1
6/15/2013 23:41,1
6/15/2013 23:46,1
6/15/2013 23:51,1
6/15/2013 23:56,1
6/16/2013 0:01,1
6/16/2013 0:06,1
6/16/2013 0:11,1
6/16/2013 0:16,1
6/16/2013 0:21,1
6/16/2013 0:26,1
6/16/2013 0:31,1
6/16/2013 0:36,1
6/16/2013 0:41,1
6/16/2013 0:46,1
6/16/2013 0:51,1
6/16/2013 0:56,1
6/16/2013 1:01,1
6/16/2013 1:06,1
6/16/2013 1:11,1
6/16/2013 1:16,1
6/16/2013 1:21,1
6/16/2013 1:26,1
6/16/2013 1:31,1
6/16/2013 1:36,1
6/16/2013 1:41,1
6/16/2013 1:46,1
6/16/2013 1:51,1
6/16/2013 1:56,1
6/16/2013 2:01,1
6/16/2013 2:06,1
6/16/2013 2:11,1
6/16/2013 2:16,1
6/16/2013 2:21,1
6/16/2013 2:26,1
6/16/2013 2:31,1
6/16/2013 2:36,1
6/16/2013 2:41,1
6/16/2013 2:46,1
6/16/2013 2:51,1
6/16/2013 2:56,1
6/16/2013 3:01,1
6/16/2013 3:06,1
6/16/2013 3:11,1
6/16/2013 3:16,1
6/16/2013 3:21,1
6/16/2013 3:26,1
6/16/2013 3:31,1
6/16/2013 3:36,1
6/16/2013 3:41,1
6/16/2013 3:46,1
6/16/2013 3:51,1
6/16/2013 3:56,1
6/16/2013 4:01,1
6/16/2013 4:06,1
6/16/2013 4:11,1
6/16/2013 4:16,1
6/16/2013 4:21,1
6/16/2013 4:26,1
6/16/2013 4:31,1
6/16/2013 4:36,1
6/16/2013 4:41,1
6/16/2013 4:46,1
6/16/2013 4:51,1
6/16/2013 4:56,1
6/16/2013 5:01,1
6/16/2013 5:06,1
6/16/2013 5:11,1
6/16/2013 5:16,1
6/16/2013 5:21,1
6/16/2013 5:26,1
6/16/2013 5:31,1
6/16/2013 5:36,1
6/16/2013 5:41,1
6/16/2013 5:46,1
6/16/2013 5:51,1
6/16/2013 5:56,1
6/16/2013 6:01,1
6/16/2013 6:06,1
6/16/2013 6:11,1
6/16/2013 6:16,1
6/16/2013 6:21,1
6/16/2013 6:26,1
6/16/2013 6:31,1
6/16/2013 6:36,1
6/16/2013 6:41,1
6/16/2013 6:46,1
6/16/2013 6:51,1
6/16/2013 6:56,1
6/16/2013 7:01,1
6/16/2013 7:06,1
6/16/2013 7:11,1
6/16/2013 7:16,1
6/16/2013 7:21,1
6/16/2013 7:26,1
6/16/2013 7:31,1
6/16/2013 7:36,1
6/16/2013 7:41,1
6/16/2013 7:46,1
6/16/2013 7:51,1
6/16/2013 7:56,1
6/16/2013 8:01,0
6/16/2013 8:06,0
6/16/2013 8:11,0
6/16/2013 8:16,0
6/16/2013 8:21,0
6/16/2013 8:26,0
6/16/2013 8:31,0
6/16/2013 8:36,0
6/16/2013 8:41,0
6/16/2013 8:46,0
6/16/2013 8:51,0
6/16/2013 8:56,0
6/16/2013 9:01,0
6/16/2013 9:06,0
6/16/2013 9:11,0
6/16/2013 9:16,0
6/16/2013 9:21,0
6/16/2013 9:26,0
6/16/2013 9:31,0
6/16/2013 9:36,0
6/16/2013 9:41,0
6/16/2013 9:46,0
6/16/2013 9:51,0
6/16/2013 9:56,0
6/16/2013 10:01,0
6/16/2013 10:06,0
6/16/2013 10:11,0
6/16/2013 10:16,0
6/16/2013 10:21,0
6/16/2013 10:26,0
6/16/2013 10:31,0
6/16/2013 10:36,0
6/16/2013 10:41,0
6/16/2013 10:46,0
6/16/2013 10:51,0
6/16/2013 10:56,0
6/16/2013 11:01,0
6/16/2013 11:06,0
6/16/2013 11:11,0
6/16/2013 11:16,0
6/16/2013 11:21,0
6/16/2013 11:26,0
6/16/2013 11:31,0
6/16/2013 11:36,0
6/16/2013 11:41,0
6/16/2013 11:46,0
6/16/2013 11:51,0
6/16/2013 11:56,0
6/16/2013 12:01,0
6/16/2013 12:06,0
6/16/2013 12:11,0
6/16/2013 12:16,0
6/16/2013 12:21,0
6/16/2013 12:26,0
6/16/2013 12:31,0
6/16/2013 12:36,0
6/16/2013 12:41,0
6/16/2013 12:46,0
6/16/2013 12:51,0
6/16/2013 12:56,0
6/16/2013 13:01,0
6/16/2013 13:06,0
6/16/2013 13:11,0
6/16/2013 13:16,0
6/16/2013 13:21,0
6/16/2013 13:26,0
6/16/2013 13:31,0
6/16/2013 13:36,0
6/16/2013 13:41,0
6/16/2013 13:46,0
6/16/2013 13:51,0
6/16/2013 13:56,0
6/16/2013 14:01,0
6/16/2013 14:06,0
6/16/2013 14:11,0
6/16/2013 14:16,0
6/16/2013 14:21,0
6/16/2013 14:26,0
6/16/2013 14:31,0
6/16/2013 14:36,0
6/16/2013 14:41,0
