datetimeValues,predicted,cumulativeSum,measured
1987-04-17 13:00:00+00:00,0.021772627896808006,2.6874784825425904,0.0
1987-04-17 14:00:00+00:00,0.023587013554875386,2.711065496097466,0.0
1987-04-17 15:00:00+00:00,0.5649145723022528,3.1429800683997184,0.133
1987-04-17 16:00:00+00:00,0.5979145723022601,3.5088946407019783,0.232
1987-04-17 17:00:00+00:00,0.6347574308064536,3.895652071508432,0.248
1987-04-17 18:00:00+00:00,0.5084354662374526,4.0070875377458846,0.397
1987-04-17 19:00:00+00:00,0.40711350166844396,4.017201039414329,0.397
1987-04-17 20:00:00+00:00,0.3025369767004058,3.7897380161147343,0.53
1987-04-17 21:00:00+00:00,0.3192025193839396,3.595940535498674,0.513
1987-04-17 22:00:00+00:00,0.22955787063559896,3.411498406134273,0.41400000000000003
1987-04-17 23:00:00+00:00,0.25835966087973206,3.288858067014005,0.381
1987-04-18 00:00:00+00:00,0.3148387669445425,3.3556968339585476,0.248
1987-04-18 01:00:00+00:00,0.013443156974202009,3.3691399909327497,0.0
1987-04-18 02:00:00+00:00,0.14050000000001894,3.5096399909327687,0.0
1987-04-18 03:00:00+00:00,0.4542329468535394,3.963872937786308,0.0
1987-04-18 04:00:00+00:00,0.5341439291380592,4.498016866924367,0.0
1987-04-18 05:00:00+00:00,0.2918219645690319,4.789838831493399,0.0
1987-04-18 06:00:00+00:00,0.15441098228449945,4.9442498137778985,0.0
1987-04-18 07:00:00+00:00,0.0018143856580674078,4.946064199435966,0.0
1987-04-18 08:00:00+00:00,0.06649999999999998,5.012564199435966,0.0
1987-04-18 09:00:00+00:00,0.08880402984687996,5.101368229282846,0.0
1987-04-18 10:00:00+00:00,0.05737215362717407,5.15874038291002,0.0
1987-04-18 11:00:00+00:00,0.0948296905492716,5.253570073459292,0.0
1987-04-18 12:00:00+00:00,0.24126156676897104,5.494831640228263,0.0
1987-04-18 13:00:00+00:00,0.19552409762304013,5.458355737851303,0.232
1987-04-18 14:00:00+00:00,0.4030581595131819,5.6134138973644845,0.248
1987-04-18 15:00:00+00:00,0.18125256658696642,5.397666463951451,0.397
1987-04-18 16:00:00+00:00,0.339286628477117,5.240953092428567,0.496
1987-04-18 17:00:00+00:00,0.28351509744103964,5.093468189869607,0.431
1987-04-18 18:00:00+00:00,0.1202435664049597,4.617711756274566,0.596
1987-04-18 19:00:00+00:00,0.3654810355508902,4.338192791825456,0.645
1987-04-18 20:00:00+00:00,0.3819810355508926,4.140173827376349,0.58
1987-04-18 21:00:00+00:00,0.4862185046968239,3.9473923320731723,0.679
1987-04-18 22:00:00+00:00,0.8945665607009374,3.99795889277411,0.844
1987-04-18 23:00:00+00:00,1.7773040298468707,3.5562629226209808,2.219
1987-04-19 00:00:00+00:00,1.7250160827651912,3.675279005386172,1.606
1987-04-19 01:00:00+00:00,1.7131995601709007,4.759478565557073,0.629
1987-04-19 02:00:00+00:00,0.7606861250099284,4.908164690567001,0.612
1987-04-19 03:00:00+00:00,-0.0491278053103143,4.363036885256687,0.496
1987-04-19 04:00:00+00:00,0.07194315697420192,4.037980042230888,0.397
1987-04-19 05:00:00+00:00,0.02177262789680809,3.9607526701276963,0.099
1987-04-19 06:00:00+00:00,0.02540139921294271,3.853154069340639,0.133
1987-04-19 07:00:00+00:00,0.02540139921294271,3.6465554685535815,0.232
1987-04-19 08:00:00+00:00,0.0676438565806734,3.218199325134255,0.496
1987-04-19 09:00:00+00:00,0.4966863922159419,3.0698857173501968,0.645
1987-04-19 10:00:00+00:00,0.401796303866635,2.842682021216832,0.629
1987-04-19 11:00:00+00:00,0.32988532158213535,2.377567342798967,0.795
1987-04-19 12:00:00+00:00,0.1801378881690825,1.7137052309680496,0.844
1987-04-19 13:00:00+00:00,0.2556719500592255,0.9593771810272751,1.01
1987-04-19 14:00:00+00:00,0.36456656070094073,0.3139437417282158,1.01
1987-04-19 15:00:00+00:00,0.1802185046968212,-0.515837753574963,1.01
1987-04-19 16:00:00+00:00,0.45822846896390423,-1.2496092846110587,1.192
1987-04-19 17:00:00+00:00,0.3538543083214787,-2.05475497628958,1.159
1987-04-19 18:00:00+00:00,0.15490026396482381,-3.224854712324756,1.325
1987-04-19 19:00:00+00:00,0.17701449844678407,-4.488840213877972,1.441
1987-04-19 20:00:00+00:00,0.2635952700328552,-5.599244943845116,1.374
1987-04-19 21:00:00+00:00,0.5132866284771156,-6.542958315368001,1.457
1987-04-19 22:00:00+00:00,0.710338091737027,-7.239620223630974,1.407
1987-04-19 23:00:00+00:00,0.9389277846600326,-7.724692438970941,1.424
1987-04-20 00:00:00+00:00,0.9262329468535495,-8.106459492117391,1.308
1987-04-20 01:00:00+00:00,1.02264392913801,-8.32581556297938,1.242
1987-04-20 02:00:00+00:00,0.9490053222446102,-8.43681024073477,1.06
1987-04-20 03:00:00+00:00,0.4950034082770292,-9.10080683245774,1.159
1987-04-20 04:00:00+00:00,0.4346907509815843,-9.676116081476156,1.01
1987-04-20 05:00:00+00:00,0.2057797686971058,-10.06633631277905,0.596
1987-04-20 06:00:00+00:00,0.00018798364730354677,-10.331148329131747,0.265
1987-04-20 07:00:00+00:00,0.23730584074121547,-10.40784248839053,0.314
1987-04-20 08:00:00+00:00,0.270410982284393,-10.534431506106138,0.397
1987-04-20 09:00:00+00:00,0.4622329468535314,-10.767198559252607,0.6950000000000001
1987-04-20 10:00:00+00:00,0.6383859967896406,-10.807812562462967,0.679
1987-04-20 11:00:00+00:00,0.8012969790741402,-10.867515583388826,0.861
1987-04-20 12:00:00+00:00,0.6677497492290492,-11.110765834159777,0.911
1987-04-20 13:00:00+00:00,0.40614688835109436,-11.714618945808683,1.01
1987-04-20 14:00:00+00:00,0.5565842287469138,-12.300034717061768,1.1420000000000001
1987-04-20 15:00:00+00:00,0.6077490740215319,-12.768285643040237,1.076
1987-04-20 16:00:00+00:00,0.3539643750305066,-13.62332126800973,1.209
1987-04-20 17:00:00+00:00,0.1986928439944302,-14.716628424015301,1.292
1987-04-20 18:00:00+00:00,0.3403878500624655,-15.618240573952836,1.242
1987-04-20 19:00:00+00:00,0.17237884988046837,-16.819861724072368,1.374
1987-04-20 20:00:00+00:00,0.21268444280667964,-18.014177281265688,1.407
1987-04-20 21:00:00+00:00,0.6428040298468793,-18.72837325141881,1.357
1987-04-20 22:00:00+00:00,0.8654750145051437,-19.137898236913664,1.2750000000000001
1987-04-20 23:00:00+00:00,1.1985449632061687,-19.264353273707496,1.325
1987-04-21 00:00:00+00:00,0.7668641604408726,-19.689489113266625,1.192
1987-04-21 01:00:00+00:00,0.01451508526453918,-20.833974028002086,1.159
1987-04-21 02:00:00+00:00,0.01632947092260606,-21.64564455707948,0.8280000000000001
1987-04-21 03:00:00+00:00,0.010886313948404058,-21.634758243131074,0.0
1987-04-21 04:00:00+00:00,0.005443156974202168,-21.629315086156872,0.0
1987-04-21 05:00:00+00:00,0.014515085264538652,-21.614800000892334,0.0
1987-04-21 06:00:00+00:00,0.010886313948403975,-21.60391368694393,0.0
