datetimeValues,measuredValues,predictedValues
1987-05-14 07:00:00+00:00,0.0,425.1394914847874
1987-05-14 08:00:00+00:00,0.0,289.2574394339463
1987-05-14 09:00:00+00:00,0.0,339.56308107461746
1987-05-14 10:00:00+00:00,0.0,75.45846246107521
1987-05-14 11:00:00+00:00,0.0,45.82641041022862
1987-05-14 12:00:00+00:00,0.0,221.41692492208404
1987-05-14 13:00:00+00:00,0.0,375.93102902376677
1987-05-14 14:00:00+00:00,0.0,392.6810290237654
1987-05-14 15:00:00+00:00,0.0,472.06308107460563
1987-05-14 16:00:00+00:00,0.0,-301.852874791497
1987-05-14 17:00:00+00:00,0.0,-273.04495691810973
1987-05-14 18:00:00+00:00,0.0,-309.0621563198356
1987-05-14 19:00:00+00:00,0.0,-281.4153175322541
1987-05-14 20:00:00+00:00,0.0,-253.60579356495964
1987-05-14 21:00:00+00:00,0.0,-189.7807988110222
1987-05-14 22:00:00+00:00,0.0,-48.110288332226446
1987-05-14 23:00:00+00:00,0.0,462.5787228087005
1987-05-15 00:00:00+00:00,0.0,830.6172294283833
1987-05-15 01:00:00+00:00,0.0,1052.6461561525944
1987-05-15 02:00:00+00:00,0.0,108.70846246107976
1987-05-15 03:00:00+00:00,0.0,973.5556416407403
1987-05-15 04:00:00+00:00,0.0,980.4792312305781
1987-05-15 05:00:00+00:00,0.0,1043.3612832814183
1987-05-15 06:00:00+00:00,0.0,711.6669249220931
1987-05-15 07:00:00+00:00,0.0,113.18769369158736
1987-05-15 08:00:00+00:00,0.0,75.45846246107567
1987-05-15 09:00:00+00:00,0.0,100.61128328141422
1987-05-15 10:00:00+00:00,0.0,125.76410410174731
1987-05-15 11:00:00+00:00,0.0,176.06974574241804
1987-05-15 12:00:00+00:00,0.0,289.25743943393263
1987-05-15 13:00:00+00:00,0.0,276.6810290237645
1987-05-15 14:00:00+00:00,0.0,251.52820820342686
1987-05-15 15:00:00+00:00,0.0,-423.20906595292803
1987-05-15 16:00:00+00:00,0.0,-386.89130179432505
1987-05-15 17:00:00+00:00,0.0,-297.76950891842574
1987-05-15 18:00:00+00:00,0.0,-158.52981049943082
1987-05-15 19:00:00+00:00,0.0,-177.70517862015043
1987-05-15 20:00:00+00:00,0.0,-323.0023396167553
1987-05-15 21:00:00+00:00,0.0,-262.64130179431817
1987-05-15 22:00:00+00:00,0.0,-436.00622694952835
1987-05-15 23:00:00+00:00,0.0,-443.57452594729205
1987-05-16 00:00:00+00:00,0.0,-428.7410488986561
1987-05-16 01:00:00+00:00,0.0,422.38949148477604
1987-05-16 02:00:00+00:00,0.0,371.9310290237663
1987-05-16 03:00:00+00:00,0.0,409.66026025427163
1987-05-16 04:00:00+00:00,0.0,397.56308107461064
1987-05-16 05:00:00+00:00,0.0,372.8130810746088
1987-05-16 06:00:00+00:00,0.0,339.5630810746111
1987-05-16 07:00:00+00:00,0.0,322.507439433934
1987-05-16 08:00:00+00:00,0.0,380.5074394339349
1987-05-16 09:00:00+00:00,0.0,473.02154353561764
1987-05-16 10:00:00+00:00,0.0,506.271543535614
1987-05-16 11:00:00+00:00,0.0,564.1743643559507
1987-05-16 12:00:00+00:00,0.0,-293.00577347709077
1987-05-16 13:00:00+00:00,0.0,-132.0545732711093
1987-05-16 14:00:00+00:00,0.0,130.07101633978255
1987-05-16 15:00:00+00:00,0.0,253.10751288071657
1987-05-16 16:00:00+00:00,0.0,315.78974872210347
1987-05-16 17:00:00+00:00,0.0,290.0515727464513
1987-05-16 18:00:00+00:00,0.0,375.9723462692291
1987-05-16 19:00:00+00:00,0.0,527.8295881829633
1987-05-16 20:00:00+00:00,0.0,386.3401615572375
1987-05-16 21:00:00+00:00,0.0,302.01355376217504
1987-05-16 22:00:00+00:00,0.0,175.8188584021791
1987-05-16 23:00:00+00:00,0.0,961.9264623642935
1987-05-17 00:00:00+00:00,0.0,642.7478614499169
1987-05-17 01:00:00+00:00,0.0,356.5060110435055
1987-05-17 02:00:00+00:00,0.0,-27.336335250852244
1987-05-17 03:00:00+00:00,0.0,358.4725665627616
1987-05-17 04:00:00+00:00,0.0,262.7433353322549
1987-05-17 05:00:00+00:00,0.0,452.3479539457935
1987-05-17 06:00:00+00:00,0.0,460.8479539457917
1987-05-17 07:00:00+00:00,0.0,636.1120580474758
1987-05-17 08:00:00+00:00,0.0,-225.80898688936122
1987-05-17 09:00:00+00:00,0.0,-225.62803292089265
1987-05-17 10:00:00+00:00,0.0,-241.58772654948461
1987-05-17 11:00:00+00:00,0.0,-278.02772782536033
1987-05-17 12:00:00+00:00,0.0,-172.85388368088206
1987-05-17 13:00:00+00:00,0.0,102.7982552401823
1987-05-17 14:00:00+00:00,0.0,208.29138751951814
1987-05-17 15:00:00+00:00,0.0,242.10890772728686
1987-05-17 16:00:00+00:00,0.0,524.9035221148142
1987-05-17 17:00:00+00:00,0.0,560.0389508591795
1987-05-17 18:00:00+00:00,0.0,549.0660327682026
1987-05-17 19:00:00+00:00,0.0,587.8745643167254
1987-05-17 20:00:00+00:00,0.0,421.5578694716769
1987-05-17 21:00:00+00:00,0.0,693.5538470381102
1987-05-17 22:00:00+00:00,0.0,727.2291245610577
1987-05-17 23:00:00+00:00,0.0,580.3499507009897
1987-05-18 00:00:00+00:00,0.0,563.3375760026765
1987-05-18 01:00:00+00:00,0.0,248.18423081916572
